product_name,id,tag,tag 2,tag 3,tag 4,point,date,ico_offlineStore,txt,txt 2,txt 3,txt_inner,num,point_flag,more_msg,txt_beauty
리얼베리어 익스트림 에센스 토너,GOLD여우냥,,,,,5점만점에 5점,2025.05.08,,건성에 좋아요,보습에 좋아요,자극없이 순해요,성분이 좋은 건성용 스킨입니다 완전 물 같은 제품이 아니라 살짝 끈적한 불투명한 스킨입니다 바르면 촉촉하게 느껴져서 건성인 사람들에게는 괜찮은 스킨인 거 같습니다 더 많은 용량으로 나왔으면 좋겠습니다,0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,꾸라미,트러블성,겨울쿨톤,모공,민감성,5점만점에 5점,2025.04.29,,건성에 좋아요,보습에 좋아요,자극없이 순해요,악건성인 이모에게 선물해드렸더니 엄청 맘에 들어하세요! 콧물스킨에 보습이 더해진 느낌🥛,2,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,GOLD여우냥,,,,,5점만점에 5점,2025.04.08,,건성에 좋아요,보습에 좋아요,자극없이 순해요,자극 없이 순합니다 건성에 필요한 토너예요 에센스 토너여서 끈적임이 조금 있습니다 배송을 롤링하다 보면 피부에 스며듭니다 건성 피부에는 아주 좋은 것 같아요 성분도 좋습니다,1,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,이모리,복합성,웜톤,블랙헤드,주름,5점만점에 5점,2024.04.01,,복합성에 좋아요,보습에 좋아요,자극없이 순해요,크림만 써오다가 토너도 구매해서 써봤는데 무난한 제품같아요~,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,이모리,복합성,웜톤,블랙헤드,주름,5점만점에 5점,2024.03.02,,건성에 좋아요,보습에 좋아요,자극없이 순해요,토너는 처음 구매해봤어요 리얼베리어 크림은 꾸준히 쓰고있어서 같은 라인으로 써보려고 토너 구입한건데 보습력이 괜찮네요 저는 닦토 안하고 손으로 흡수하고있어요,0,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,묭묭묭몽,민감성,겨울쿨톤,민감성,탄력,5점만점에 5점,2025.06.07,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,리얼베리어는 그냥 믿고 사는 것 같아요 스킨은 처음 써보는데 장벽 망가졌을 때 쓰면 좋을 것 같아요 여름철에는 약간 무거울 수 있는 제형이라 라이트를 사셔야 할 것 같아요,0,,,
리얼베리어 익스트림 에센스 토너,리브89,트러블성,겨울쿨톤,모공,블랙헤드,5점만점에 5점,2025.06.05,매장,복합성에 좋아요,보습에 좋아요,자극없이 순해요,리얼벨어 사랑해요.모든 기초제품싹바꿈순하고 잘맞아서좋아요,0,,,
리얼베리어 익스트림 에센스 토너,이힘,복합성,웜톤,모공,블랙헤드,5점만점에 5점,2025.06.05,,복합성에 좋아요,진정에 좋아요,보통이에요,무난합니다 가격도 합리적이라서 추천해여~!~!~~~,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,hoii,민감성,웜톤,민감성,잡티,5점만점에 4점,2025.06.03,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,✔️ 리얼베리어 로션은 생각보다 너무 건조해서 아쉬웠는데 크림타입 스킨은 겨울철 건성이 쓰기에 괜찮았습니다. ✔️ 건성에게 추천합니다,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,MIKAment,트러블성,봄웜톤,각질,다크서클,5점만점에 5점,2025.05.28,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,평소에 물토너는 미스트 공병에 덜어 사용하는 것을 선호하는데 이 제품은 안개분사가 되지 않을 정도로 점도가 있는 제형인지 결국 손에 덜어 사용하게 된 토너,0,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,양갱총장,복합성,겨울쿨톤,모공,잡티,5점만점에 5점,2025.05.20,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,한달 사용 리뷰입니다 (✿˵•́ᴗ•̀˵)겨울에 건조할 때 너무 잘 썼어요 겨울 인생템더운 봄이나 여름에는 쓰기 좀 힘들어요,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,뿡다,복합성,봄웜톤,각질,미백,5점만점에 5점,2025.05.10,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,건성인 엄마가 매번 사용하는 브랜드인데 다른 물같은 제형의 토너와 달리 수분감 충전이 잘되는것 같아 좋아요,0,,,
리얼베리어 익스트림 에센스 토너,포챠콩,,,,,5점만점에 5점,2025.07.04,,건성에 좋아요,보습에 좋아요,자극없이 순해요,촉촉하게 건성분들이 사계절 무난하게 쓰기 좋은 토너고 양도 적당하게 300ml여서 나름 오래 사용하기 좋습니다! 추천⭐️⭐️,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,솔직해,,,,,5점만점에 5점,2025.05.25,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,"뭘 발라도 건조함이 해결되지 않았는데, 주변의 추천으로 구매하게 된 뒤부턴 리얼배리어만 사용합니다. 순하고 트러블없고 정말 기본 기능에 충실해요!",0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
리얼베리어 익스트림 에센스 토너,발그레수부지봄웜라,민감성,봄웜톤,모공,블랙헤드,5점만점에 5점,2024.11.07,,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"비슷한 제품군 중에 제일 순한 것 같아서 골랐습니다바르면 피부가 편안해서 좋아요묽은 에센스느낌의 점성이 많이 있지도 없지도 않아서 첫 단계로 사용하기에 굿크레파스 냄새가 나지만 그리 신경쓰이진 않아요만족스런 소비였습니다☺️📍수부지, 순한 토너 찾으시는 분 추천",0,,,
리얼베리어 익스트림 에센스 토너,Kjung,,,,,5점만점에 5점,2024.05.13,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,원래 다른 유명브랜드에 크림스킨을 사러 갔다 매장직원분의 추천으로 테스트를 해봤는데 너어무 촉촉하고 흡수시킨 후 끈적이지 않아서 냅다 구매 지금도 너무너무 만족하면서 잘 사용하고 있구요 건조한날을 두세번 레이어링 하면서 바르면 넘 촉촉하고 많이 쓰는데도 용량이 커서 그런지 아직도 반이상이 남아 있어요 가성비도 가성비지만 저는 세일하면 무조껀 쟁일템이고 세일안해도 재구매합니당 에센스토너지만 무거운 재형이 아니라서 수분부족 지성분들에게도 추천드려요!!,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,comejuliet,건성,가을웜톤,블랙헤드,주름,5점만점에 5점,2024.02.28,매장,건성에 좋아요,보습에 좋아요,자극없이 순해요,제 피부는 너무 너무 건조하고 겨울 동안 더 심해요! 이 토너는 건초한 피부에 딱 맞아요!! 질감이 뜨껍고 에센스와 비슷해요. 피부에 버르자마자 피부를 너무 브두럽고 촉촉하게 만드러요. 정말 대만적이예요! ⭐️💯🥇그리고 자극없이 순하고 민간 피부 가지고 사람들더 쓸 수 있어요. 예를 들어 제 남자친구가 지금 아트네 약 먹고 있어서 피부가 너무 건조해졌어요. 이 토너를 써 봤고 너무 좋다고 했어요 :) 보습이 되어나고 기름기가 천혀 없어서 그래요 💦💦이 토너는 리얼 베려라고 하는데 정말 피부에 보호막을 만드는 느낌을 줘요. 저는 겨울 동안 너무 잘 쓰고 있고 건초한 피부 가자고 있는 분들에게 꼭 추천드려요 ^^,3,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
리얼베리어 익스트림 에센스 토너,깊은산속옹심이,지성,겨울쿨톤,각질,모공,5점만점에 5점,2024.02.03,,복합성에 좋아요,진정에 좋아요,자극없이 순해요,곧 고등학교 올라가는 동생 피부에 여드름 작렬해서 찾아보다 알게 된 제품인데 그새 리뉴얼이 되었네요. 이번이 세 번째 구매인데 저도 피부 난리 나면 한 번씩 뺏어서 사용해봤어요.ㅎㅎ 순하고 냄새도 안 나고 자극도 없는데 여드름 초기부터 바르고 관리해 주면 금방 사라져서 급할 때 한 번씩 손이 가는 제품이에요.솔직히 제형이 꿀렁 에센스라 닥토보단 흡토가 더 피부 흡수하기 좋아요.,1,,,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다."
