product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt,txt 2,txt 3,txt_inner,num,point_flag,more_msg
디오디너리 히알루로닉 애시드,임금님강낭콩,복합성,쿨톤,모공,,5점만점에 5점,2024.03.12,복합성에 좋아요,보습에 좋아요,보통이에요,다들 가성비 좋다고 해서 두 통째 구매입니다. 눈에 띄게 확 좋아지는지 모르겠지만 좋아지겠거니 생각해서 계속씁니다.,0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
디오디너리 히알루로닉 애시드,임금님강낭콩,복합성,쿨톤,모공,,5점만점에 5점,2024.02.29,복합성에 좋아요,보습에 좋아요,자극없이 순해요,유튜버 추천으로 샀습니다. 가성비 좋네요. 끈적임이 있어 아침보다는 저녁에 더 적합한 거 같아요.,0,,
디오디너리 히알루로닉 애시드,우리나비,건성,쿨톤,,,5점만점에 5점,2024.02.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,안전하고 빠른 배송해주셔서 잘 받았습니다. 다음에 또 주문할게요.,1,,
디오디너리 히알루로닉 애시드,enjoy****,건성,웜톤,다크서클,,5점만점에 5점,2025.05.26,복합성에 좋아요,진정에 좋아요,보통이에요,싼값애 쓰기 좋고 촉촉핮니더 으너무 즇아요 앞으로 이고 쓸듯,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
디오디너리 히알루로닉 애시드,매트라,,,,,5점만점에 4점,2025.05.19,건성에 좋아요,보습에 좋아요,자극없이 순해요,수부지인데 흡수가 생각보다 잘 되지 않고 겉도는 느낌이라 완전 건성이신 분들이 잘 쓸것 같아요.,0,,
디오디너리 히알루로닉 애시드,tnd****,건성,여름쿨톤,민감성,블랙헤드,5점만점에 5점,2025.05.16,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요,피부과원장님이 히-나-루 순서로 바른다고해서 하고있는데 모공 축소되는거 느껴짐 세게바르면 거품나서 안대고 귀찮아도 무조건 살살바르고나면 피부광명남 >.<,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
디오디너리 히알루로닉 애시드,건비대장,지성,쿨톤,트러블,피지과다,5점만점에 5점,2024.03.17,지성에 좋아요,보습에 좋아요,자극없이 순해요,"❗속건조 잡은 지성피부 구원템❗✅ 피부타입: 완전 지성여름에 토너만 발라도 건조함 못 느끼고, 겨울에는 실내는 히터+밖은 춥고 건조해서 또 기름이 나오는 지성입니다. 하루에 세안을 3번 하거나 중간에 냅킨이나 기름종이로 닦아줄 정도로 피지량이 꽤 됩니다. 하루의 절반 정도를 히터바람을 맞다보니 기름이 끼면서도 피부가 푸석해진 최악의 상황이 왔는데요, 피부에 수분이 부족하면 피지를 더 생성한다는 이야기를 듣고 속보습+진정용으로 구매했어요.✅ 사용감주르륵 흐르면서 아주 약간의 점성이 있는데, 얼굴에 발라주면 얇게 존득한 막이 생기는 듯하다가 순식간에 흡수되어 아무것도 안바른 것처럼 끈적임없이 편안한 느낌이에요. 생각과 다르게 촉촉!하지는 않았는데 지속적으로 사용하며 이 아이의 진가를 알게 되었습니다.며칠 더 발라보니 피부 겉은 약간 보송하지만 속은 뭔가 채워져서 오히려 쫀쫀한? 느낌을 받았어요. 그리고 속이 수분으로 채워져서 그런지 피지가 절반 정도로 줄었어요.(피지 줄어서 감동받고 리뷰 쓰러 옴) 가볍고 산뜻한 젤크림을 오래 사용해왔는데, 최근 들어 겉만 촉촉하고 속까지 채워주지 못하는 것 같아 스킨케어 제품에 변화를 주고싶었는데 너무 성공적이에요ㅜㅜ화장을 했을 때도 최대한 매트한 베이스 제품을 쓰다보니 코, 입 주변은 각질이 잘 뜨고 볼은 피부표현이 텁텁한 것이 고민이었는데, 각질 뜨는 현상도 거의 없었고 볼 부분도 적당히 매트하게 표현되었어요. 무엇보다도 코에 기름이 덜 나오니 약 8시간 동안 수정화장을 하지 않았는데도 봐줄만하게 유지되었어요🥹 (평소엔 코 지워져서 밥먹고 수정, 카페 들어가서, 카페 나올때 또 수정해서 다 뜨고 난리남)✅ 추천하는 분저한테는 잘 맞았지만 건조함 심한 분들께는 부족한 듯하여, 약건성~수부지~지성분들에게 추천드려요. 구매 전 리뷰를 읽어봤을 때 밀림 현상이 있는 분들이 계셨는데 다행히도 저는 잘 맞았구요. 세럼 바른 뒤 리치한 크림을 문질러 바르면 밀림 현상이 생기는 것 같아요. 덜 리치한 크림과 많이 문지르지 말고 자연스럽게 흡수되도록 약간의 텀을 주는게 좋은 것 같아요.✅디오디너리 사용 처음인데 이름 어려워서 뭘 사야할지 조사가 필요했고, 해외에서 들어와서 비쌀거라 생각해서 관심 없었는데요. 세럼 30ml 기준 만원 내외로 요즘 세상에 이런 착한 가격 어디 없습니다. 연예인 화보, 이상한 사은품 안붙이고 저렴한 가격에 핵심적인 원재료 듬뿍 넣어주는 정책이 오래 유지되었으면 하는 마음에 조금이나마 힘이 되었으면 하고 리뷰라도 적어봅니다. 여름에는 더 확실한 효과를 위해 나이아신 세럼과 같이 사용해보려구요! 피지 줄어서 행복해용🥰⭕️ 재구매 의사 매우 있음",2,,
디오디너리 히알루로닉 애시드,히뽀02,복합성,웜톤,모공,블랙헤드,5점만점에 4점,2025.04.12,복합성에 좋아요,보습에 좋아요,자극없이 순해요,평이 좋고 지인도 추천해서 한번 사봤어요 매일 안 바르고 이틀에 한번꼴로 바르고 있는데 자극도 없고 촉촉한 기분이 드는거 같아 잘 산거 같아요,0,,
디오디너리 히알루로닉 애시드,a223****,,,,,5점만점에 5점,2025.07.02,지성에 좋아요,보습에 좋아요,자극없이 순해요,원액 도포후 흡수모드 기기사용해서 해보니 피부가 뽀송해졌어요 여름에는 수분크림보다 히알루론이 수분을 가져오는 성질이있어서 더 좋다는 말에 구매했습니다 ㅎㅎ 밀리지않고 빠르게 흡수되요,0,,
디오디너리 히알루로닉 애시드,미미도레미,,,,,5점만점에 5점,2024.03.04,건성에 좋아요,보습에 좋아요,자극없이 순해요,디오디너리 올영세일때마다 품절 떠서(ㅜㅜ) 이번에 시작하자마자 구매했어요. 그리고 3일 사용 후기.타입>건성/민감성/트러블히알루론산 다른 제품 몇 개 써봤는데 이 제품이 젤 무거운 것 같아요. 콧물제형이라 다른 제품에 비해 흡수되는데 오래 걸리는 대신 아침까지 안 건조해요. 세안 후에 미스트>세럼>크림>약국템(국소부위) 매일 이렇게 바르는데 세럼만 요걸로 바꾸니깐 아침에 피부가 확실히 쫀쫀하네요. 엄청 민감한 피부인데 딱히 나는건 없고 오히려 보습이 되니깐 요철이 점점 사라져요. 아마 여름 전까지는 이걸로 정착할 것 같아요.요약> 기존 히알루론산 제품이 본인한테 가벼운 것 같다/악건성민감피부다/아침에 피부가 좀 푸석한 것 같다 ...하시는 분들께 추천합니당,0,,
디오디너리 히알루로닉 애시드,ho02,건성,여름쿨톤,각질,,5점만점에 5점,2025.01.26,건성에 좋아요,보습에 좋아요,보통이에요,사용해보니까 좋아서 또 구매하려고요!!추천해요 가격도 좋아요,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
디오디너리 히알루로닉 애시드,ho02,건성,여름쿨톤,각질,,5점만점에 5점,2024.12.24,건성에 좋아요,보습에 좋아요,자극없이 순해요,가격도 저렴하고 제품이 순해서 추천합니다!! 또 구매할 의향 있어요,0,,
디오디너리 히알루로닉 애시드,gkd****,,,,,5점만점에 4점,2025.07.01,건성에 좋아요,진정에 좋아요,자극이 느껴져요,피부가 얇고 예민한데처음 몇번 바를때 따갑고  홍조 올라왔어요ㅠ,0,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
디오디너리 히알루로닉 애시드,sooyo****,,,,,5점만점에 5점,2025.06.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,판테놀 세라마이드 이런 성분 따로 사서섞어쓰고있어요 커스텀하기 좋은 세럼입니다!,0,,
디오디너리 히알루로닉 애시드,kimlyn****,,,,,5점만점에 5점,2025.06.27,건성에 좋아요,보습에 좋아요,자극없이 순해요,직원분께서 추천해주셨어요 엄마가 순하고 촉촉하다면서 엄청 좋아하세요ㅎㅎ,0,,
디오디너리 히알루로닉 애시드,닝닝낭낭,복합성,웜톤,모공,블랙헤드,5점만점에 5점,2025.06.05,건성에 좋아요,보습에 좋아요,보통이에요,"이거 쭉 써왔는데, 임신초기에 쓰니까 처음으로 자극히 느껴졌어요. 진짜 오랫동안 써온 제품이라 임신 끝나면 다시 쓰려고요!",0,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.
디오디너리 히알루로닉 애시드,sz****,,,,,5점만점에 5점,2025.04.02,복합성에 좋아요,진정에 좋아요,보통이에요,매번 사용하는데 자극 없이 순해서 좋아요 ㅎㅎ 추천합니다 !!,1,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.
디오디너리 히알루로닉 애시드,피리이,,,,,5점만점에 5점,2024.06.11,건성에 좋아요,주름/미백에 좋아요,보통이에요,다쓰고 두통째쓰고 있네요 피부가 쓰다보면 좋아지겠죠 꾸준히 써볼려구요,0,,
디오디너리 히알루로닉 애시드,soda****,건성,쿨톤,다크서클,블랙헤드,5점만점에 5점,2024.03.08,건성에 좋아요,보습에 좋아요,자극없이 순해요,일단가격이너무너무싸서 마음에 들어서 좋아요 자주 살것같아요,0,,
디오디너리 히알루로닉 애시드,멍무카와,복합성,여름쿨톤,다크서클,모공,5점만점에 5점,2025.01.25,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요,디오디너리 앰플을 여러개 사용하고 있지만 이 히알루론산 앰플은 진짜 가장 만족스러운 제품입니다.촉촉하고 촉촉하고 촉촉해요너무 촉촉하면 마무리감이 진득할거라고 생각했는데잘 흡수되고 속건조를 잡아주는 느낌이라 잘 사용하고 있습니다.다음에는 더 큰 용량으로 구매하려고요!,4,,
디오디너리 히알루로닉 애시드,호그와트행열차기관사,,,,,5점만점에 4점,2024.11.13,건성에 좋아요,보습에 좋아요,보통이에요,건성피부인데다 티존은 유분이 꽤 올라오고 화농성트러블도 종종 올라와서 속건조 먼저 잡아주고 다른 문제 해결하려고 구매해봤어요.처음부터 많은 양을 발라서 그런건지 고함량이라 그런건지 맨 처음 며칠은 따끔거리고 화끈거리는 느낌이 있더라구요.근데 붉게 달아오르거나 뒤집어지는 부작용은 없어서 좀 더 써보니 자극 없이 쫙쫙 흡수되서 잘 쓰고 있어요.초가을엔 더워서 그랬는지 저녁에 세안하고 이 제품만 듬뿍 발라줘도 땡기진 않았는데 요즘은 크림으호 마무리해줘야해요.,1,,
