product_name,id,tag,tag 2,tag 3,tag 4,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner,txt_beauty,num,ico_offlineStore
바이오더마 하이드라비오 세럼,phoenix,복합성,쿨톤,주름,,,,5점만점에 3점,2023.07.17,복합성에 좋아요,보습에 좋아요,보통이에요,"일단, 동일한 제품에, 사용기한이 12개월 더 긴 제품이 G*SHOP애서 28,000원에 판매중이라는 걸 뒤늦게 알고 좀 속상했어요. 올리브영 믿고 구매한건데…40,000원도 좋은 가격이라 생각했던 잘못. 올리브영이 보낸 제품 사용기한은 2024년 12월이니 제조된 지 이미 1년 반정도 된 거네요.개인적으로 무향 기초제품을 선호하는데, 이 제품은 향이 좀 역해요.고밀도 수분세럼치고 제형이 좀 묽은 편이어서 흡수는 바로되는데, 좀 헤픈 편인 것 같아요. 바이오덤 제품을 6가지 정도 사용중인데, 그 중 제일 실망스럽지만, 일단 사용해보려고 합니다.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",6,
바이오더마 하이드라비오 세럼,두부와뿌꾸,복합성,여름쿨톤,모공,민감성,,,5점만점에 5점,2023.06.02,복합성에 좋아요,보습에 좋아요,자극없이 순해요,✔️보습력은 어떤가요? : 촉촉하고 순해서 모든 피부타입에  적합할것 같아요 건성이신분들은 다른 제품도 덧발라서 보습을 해야겠지만 세럼 자체의 역할만 놓고 봤을때 100점만점에 100점 주고 싶은 제품입니다.👍🏻👍🏻✔️흡수는 잘 되나요? : 바르자마자 바로 흡수되는 느낌은 아니에요 제형이 물같은 세럼이 아나고 젤에 가까운 세럼이다보니 바르고 나서도 쫀쫀함이 있어요 자칫 흡수를 제대로 안시키고 화장한다면 밀릴수도 있을것같아서 저는 저녁에 주로 사용할 예정입니댜!✔️마무리감: 찐득보다는 쫀득에 가까운 마무리감으로 무겁다는 느낌은 안들어서 사계절 내내 사용하기 나쁘지않은 세럼입니댜 발랐을때 약간의 쿨링감도 느껴졌어요 수분이 잘 날라가지 않을것같은 마무리감이라 저는 더 좋게 느껴졌어요😉😉 가격만 좀더 저렴해지면 쟁여두고 싶은템이에유💖,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2,
바이오더마 하이드라비오 세럼,응둥,복합성,여름쿨톤,모공,민감성,,,5점만점에 5점,2023.05.25,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"이거 진짜 제 인생템...💙🤦‍♀️나 건성 아니야? 싶을 정도로 U존은 엄청난 건조함이 고민이었는데 속건조는 크림으로 당최 해결이 안 돼서 머리가 지끈하던 와중에 샘플 써보고 찾았다 이거다 한 제품입니다🫠✔️피부타입: 심한 수부지, 민감성, 홍조👍🏻✔️속건조에 정말 좋아요! 되직한 제형을 가진 제품이지만 피부에 정말 빨리 스며들고 수분감 뿜뿜인데 마무리감은 산뜻해서 크림으로 마무리 해주면 완벽함...🩵✔️펌핑 형식이라 사용도 편하고 위생적이라 좋아요✔️사용하는동안 트러블 올라온 적 없고, 자극이 느껴지지 않아 제 기준 순한 제품이라고 생각합니다. 덧붙이자면.. 바이오더마가 아무래도 더모 브랜드이다 보니.. 다른 분들께도 순하지 않을까 싶어요✔️아주 크나큰 단점이 하나 있다면 비싸다!!!!! 40ml에 행사해도 2만 4천원🥹 너모 작고 소중한 아이...","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",3,
바이오더마 하이드라비오 세럼,훈보라,건성,쿨톤,각질,미백,,,5점만점에 5점,2023.05.16,복합성에 좋아요,보습에 좋아요,자극없이 순해요,<바이오더마 하이드라비오 세럼>✅️간단명료 : 산뜻. 가벼움. 흡수력 우수.바이오더마 크림에 반해서 사용하다보니 다른 제품도 기대가되어 세럼 도전해봤어요🙂✅️사용감&수분감끈적임 없이 산뜻 촉촉한 고밀도 수분 세럼이라고 소개되어있는데 정말 산뜻합니다. 가벼워요. 수분감은 건성이신분들은 부족하다 느끼실 수 있어요.저는 세럼 사용 후 크림 발라주고 있습니다.✅️흡수력&발림성발림성 좋고 흡수력도 좋아요👍🏻흐르지 않는 점성도 있는 제형이구요~~마무리감이 산뜻해요.,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",13,
바이오더마 하이드라비오 세럼,지혜롭게빛나는,민감성,쿨톤,각질,다크서클,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 3점,2023.04.17,건성에 좋아요,보습에 좋아요,보통이에요,"결론! 나에겐 안맞지만 추천하고싶은 이상한 기분 ..!!🥴음 이거 좋다고 리뷰 썼었는데 기존에 쓰던게 얼굴에 잘 맞아서 그런건지 손이 잘 안가요 ㅠㅠ 피부가 엄청 예민하시거나유분기 조금이라도 쓰셨을 때 트러블나는 저같은 분이 아니시라면 잘 쓰실 것 같거든요?? ㅠㅠ 근데 저는 이 제품을완전 영양 고농축? 제형처럼 느껴졌는데 전 그런거 바르면왜인지 트러블이 나서.. ㅠㅠ그래서 저한테는 손이 잘 안가는제품이긴 한데 극건성분들, 저랑 피부타입이 다르신 분들은 완전 잘 사용하실 수 있으실 것 같습니다 !!냄새는 정말 좋아요 ..! 👍🏻제 피부에는 트러블이 왜 나는지 도대체 이유를 모르겠지만그런거 아세요..? 내 피부에는 잘 안맞는데 왜인지 모르게진짜 좋은 제품인건 알겠고 추천은 하는 이런 느낌 ,,? ㅠㅠㅋㅋ다른 리뷰들은 엄청 좋게 평가 하더라구요!! 다른 리뷰도참고 해보시면 좋을 것 같습니다 ㅎㅎ👏🏻🫶🏻","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",26,매장
바이오더마 하이드라비오 세럼,펭긴,복합성,가을웜톤,모공,블랙헤드,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2023.04.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,💦수부지.건성.지성 피부갈라고 메이크업 들뜨는사람 모두 주목 !!!💦단언컨대 수부지 인생템이라 말씀드릴수있습니다한달사용 리뷰인데 하도 맨날 써대서 다썼어요 .. 진짜 너무좋아요 ... 진짜수부지분들 한번써보세요 젤타입이라 메이크업 밀릴줄알았는데 하나도안밀리구요..  모공커다란분들도 이 세럼으로 수분 꽉꽉 채워보세요 모공 쫀쫀해져요.. 여름엔 이거하나로도 충분할것같구요 겨울엔 건성분들은 크림 추가로 써주시면 될것같아요  흡수도 아주그냥 야무지게 됩니다저는 이제 이거없으면 스킨케어 못합니다.  .  .,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2,매장
바이오더마 하이드라비오 세럼,starblue,지성,웜톤,각질,모공,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2023.04.04,복합성에 좋아요,진정에 좋아요,자극없이 순해요,복합성 피부의 속건조를 잡아주기에 좋은 제품이에요.저는 복합성 피부이지만 피부가 조금만 답답해도 트러블이 올라오곤해서 가벼운 제품을 위주로 사용해요.여름철에는 ㅇㅇㅅㅇ 세럼을 사용하는데 날이 건조할때는 보습감이 아쉬워서 이 제품를 사용합니다.봄가을겨울에 사용하기에 좋고요 발라주면 속건조를 확실히 잡아주는게 느껴져요.피부가 답답할 정도는 아니지만 보습감도 어느정도 있는 제품입니다.흡수력이 좋아서 끈적임은 없는데 속은 촉촉한 느낌..?입니다. 더마브랜드라서 순한건 말할것도 없고 과한 보습을 원하지 않는 분들에게 적합한 세럼이에요.,,0,
바이오더마 하이드라비오 세럼,깅선,복합성,여름쿨톤,민감성,홍조,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2023.03.09,복합성에 좋아요,보습에 좋아요,자극없이 순해요,도톰하게 발리는 에센스입니다!펌핑 타입이라 편리하기도 하고제품 변질을 막아주기에도 좋은 것 같아요.향은 은은하게 화장품향이 나는데 엄마가 좋아하셨어요!속건조를 간단하게 잡아주기 좋아요.엄청나게 보습력이 좋은 편은 아닙니다!바이오더마 인텐시브 밤이랑 같이 바르면보습력 짱짱합니당제가 은근 민감성인데 자극은 하~~나도 없었습니다세일하면 또 구매해볼만 한 것 같아요!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",6,매장
바이오더마 하이드라비오 세럼,starblue,지성,웜톤,각질,모공,,,5점만점에 5점,2023.03.04,복합성에 좋아요,보습에 좋아요,자극없이 순해요,지•복합성 피부가 사용하기에 좋은 세럼입니다.저는 지성 피부에 가깝지만 계절에 따라 건조함도 쉽게 느끼는 피부를 가지고 있어요.여름에는 무조건 가벼운 세럼을 사용했는데 날이 건조해지니 수분감을 더해줄 제품이 필요해서 찾아다니다가 발견한 정착템입니다.속건조에 최적화된 세럼을 찾는다면 이거 같습니다.끈적임이 0이라고 하면 거짓말이고 산뜻촉촉하게 만들어주는데 흡수가 빠른 편입니다.그리고 제형이 흐르는 물제형❌ 젤타입❌ 말 그대로 겔타입이에요.바르자마자 시원하게 수분감이 즉각적으로 느껴지는 제품은 아니지만 겉돌지 않아서 오히려 흡수가 빠르고 속건조를 꽉 잡아줍니다.보습이 필요하면 한겹 더 발라주면 됩니다.다른 화장품을 덧대지 않고 토너랑 이거 둘만 사용하니깐 피부도 순해지는 것 같아요🤍,,0,
바이오더마 하이드라비오 세럼,깅선,복합성,여름쿨톤,민감성,홍조,,,5점만점에 5점,2023.02.07,복합성에 좋아요,보습에 좋아요,자극없이 순해요,히알루론산 바르는 느낌이 나요.유분은 거의 없고 수분 위주의 세럼입니다.건복합성 기준 처음엔 넘 가볍나? 했는데속건조 확실하게 잡아주고속건조 잡아주니까 피부에서 자연스럽게 유분이 살짝 올라와서 밸런스가 딱 맞아요.살짝 쿨링감이 있다고 느꼈고뭔가 화장 밀릴 것 같은 마무리감이었는데듬뿍 바르니까 아주 살짝 밀림.양 조절 하면 화장 전에 쓰기에도 좋을 것 같아요.바이오더마 제품 치고는 향이 살짝 있는데아벤느랑 비교하면 은은~ 합니다.다 떠나서 속건조를 잘 잡아주는게 넘넘 만족!!!!!!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",6,매장
바이오더마 하이드라비오 세럼,지혜롭게빛나는,민감성,쿨톤,각질,다크서클,,,5점만점에 5점,2023.01.16,건성에 좋아요,보습에 좋아요,자극없이 순해요,"💧👍🏻바이오더마 하이드라비오 세럼 후기💧👍🏻건성들이 찬양한다는 세럼 .... 결론은 찬양할만합니다 ❤️‍🔥가격적인 면에서는 조금 비싸지만 너무 만족하며 사용중입니다!저는 매일 사용하지는 않고 다른 제품을 쓰다가 너무 건조한 날,여행갈때 많은 기초화장품들을 챙겨가기가 버겁잖아요 ?! 그때 앰플이랑 이 세럼을 가지고 갑니다! 제형이 가벼운 편은 아니라트러블이 났을 때는 혹시 몰라 바르지 않는데 이 제품을 발라서피부가 뒤집어지거나 뭐가 난적은 없어서 자극없이 순하게 사용 할 수 있습니다 !! :-) 그리고 보습면에서 정말 뛰어나서 끈적임없이 촉촉하게 잘 마무리 되고, 수분이 날아가지 않고 잘 유지된다는 부분이 만족감을 높여주는 것 같아요 ㅎㅎ😃단점은 가격이 비싸다는 것 ..? 말고는 딱히 느끼지 못했습니다 !건성이신분들에게 추천해요 ! 수분세럼 찾으러 올리브영 들어간저에게 이 세럼 추천해주신 직원분께 박수를 👏🏻👏🏻직원분께서 추천해주실 때 얇은 수분앰플 두세번 바르는 것보다이 세럼 한번 바르는게 더 낫다고 말씀하셨었는데 정말 그만큼보습이 잘 돼요! 그리고 많은 양보다는 딱 한펌프~ 한펌프반 정도로발라준게 가장 좋았습니다 !! 🖤🔥-올리브영은 세일도 자주하니까 세일할 때 구매해보시길 추천드립니다 ㅎㅎ💙","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",21,매장
바이오더마 하이드라비오 세럼,하연깅,건성,겨울쿨톤,미백,블랙헤드,,,5점만점에 5점,2022.12.02,건성에 좋아요,보습에 좋아요,자극없이 순해요,"바이오더마 하이드라비오 라인... 건성인들을 구하는 그 제품그중에서도 제일간다는 세럼! 좋다는 건 알고 있었지만 가격이 사악해 못 사던 나날...중고 마켓에 키워드 알림 걸어놔도 토너는 가끔 뜨는데 세럼은 진짜 안 뜨거든요. 그말은 곧 세럼을 팔 일이 거의 없다는거죠... 세일하길래 나도 한번 써보자 하고 사왔어요.하이드라비오 토너로 피부결 정리 싸악 하고 토너팩으로 잠깐 올려두고, 세럼 바르고 크림을 바르는데 아침에 일어났을때 당기는 느낌이 안 나더라구요.수분이 참 많이 들었다는 느낌이 나구, 완전히 물 제형인 하이드라비오 토너를 세럼으로 잠가준다는 느낌이에요. 약간 실리콘같은 느낌인데 피부에 펴바르면 얇게 올라갑니다. 저는 한펌프만 짜서 쓰는데 많이 바르는것보다 이정도가 적당한 것 같아요. 사용감은 정말 산뜻해서 이대로도 피부가 정말 편안하다고 느끼고 그 다음 루틴인 크림 바르기를 자꾸 까먹으려고 하네요^^건성김미연이신분들... 세일 할 때 세럼도 꼭 써보시길 바랍니당","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",3,매장
바이오더마 하이드라비오 세럼,올영탕진잼,건성,쿨톤,각질,다크서클,,,5점만점에 5점,2022.10.06,건성에 좋아요,보습에 좋아요,자극없이 순해요,✅속당김 심한 건성피부바이오더마 포마드크림 구경하다가 세럼도 살펴봤는데 리뷰가 속당김피부에 좋다고해서 구매했어요!!화장하는거 귀찮아해서 여름철 당ㄱ패드하나로 버티는 속당김심한 피부예요. 여름에는 어찌저찌 잘 버텼는데 날씨가 확 바뀌는 순간 패드하나로 못보티겠더라구요ㅠㅠ 바람때문인지 속당김도 심해지고.. 그래서 리뷰 꼼꼼히 살펴보고 구입했는데 최애템되었습니다🌟구입하고 다음날 아침부터 사용했어요. 세안 후 패드로 결정리하고 세럼만 바르는데 하루종일 촉촉함이 오래 가도라구요. 바르지미자 흡수되는데 실키한 느낌? 벨벳바르는느낌처럼 흡수가 빠르고 부드러워요. 근데 속당김은 줄어들고~~2주정도 아침으로만 사용햤는데 진짜 속당김이 많이 줄어들었어요~~ 날씨가 좀 더 씰쌀해지니 수분크림 하나 더 발라야할 것 같긴한데 그래도 속이 촉촉함이 오래가서 꾸준히 사용하랴구요!! 진짜 베스트템입니다,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2,
바이오더마 하이드라비오 세럼,팡잇,지성,웜톤,각질,모공,,,5점만점에 5점,2022.09.04,지성에 좋아요,진정에 좋아요,보통이에요,"바이오더마는 예전에 클렌징워터, 토너만 사용해봤는데요. 제 기억엔 바이오더마는 촉촉하다는 느낌이 남아서 이번에 세럼을 구매해서 사용해봤어요. 💙촉촉함역시 바이오더마답게 촉촉하고 수분감이 넘쳐요. 제 피부타입이 지성인데 수분이 부족한 편이거든요. 그래서 촉촉한 제품을 많이 찾는데 좋았어요. 그리고 흡수가 잘 되고 그리 찐득한 느낌이 없어서 좋았어요.💙순함이 제품을 사용하면서 피부가 뒤집어지거나 자극이 느껴지지 않았어요. 순한 제품이라 다른 사람들도 사용하기 무난할 것 같아요.💙펌핑세럼이 대부분 스포이드로 하는데 저는 이게 살짝 불편했거든요. 근데 바이오더마는 펌핑으로 되어있어서 사용하기 편했어요. 근데 불투명한 제품용기라 얼마나 남았는지 알 수 없는게 좀 아쉬웠는데 사용하기에는 편했습니다.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,
바이오더마 하이드라비오 세럼,해지쓰,건성,트러블,홍조,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2022.08.06,건성에 좋아요,보습에 좋아요,보통이에요,"여름이라 끈적임 없이 수분 채워줄 수 있는 제품을 찾다가 알게 된 제품이에요전 속건조 피부라 바이오더마 제품에 관심이 많았고 보습 크림, 에센스 로션, 이 세럼까지 세 제품을 사용해 봤는데 그 중 재구매한 제품은 유일하게 이 세럼 뿐이고, 지금 두통째 쓰고 있어용!🔵 제형 : 젤 타입이라 앰플처럼 피부에 발랐을 때, 흐를 걱정 없어서 편해요!🔵 발림성 : 발림성 좋아요 바르자마자 부드럽게 슥 퍼지고 촉촉 쫀쫀하게 피부에 스며 들어요 끈적임 1도 없고 산뜻하게 마무리되어서 여름에 바르기 진짜 좋다고 느꼈어요🔵 향 : 사기 전에 리뷰 보니까 향에 대한 호불호가 많이 갈려서 걱정했었는데 개인적으로 향 좋았어요🔵 효과 : 수분감은 확실히 잘 채워주는 거 같아요 쫀쫀한데 끈적거림은 없어서 바로 화장해도 파데 밀릴 걱정 없어서 좋아요 그리고 속수분 채워줘서 그런지 화장 들뜨는 것도 좀 줄었고요🔵 재구매 의사 : 당연히 있습니다!! 다만 용량 대비 가격이 비싼 편이라.. 1+1 세일할 때 사둬야 할 것 같아요😂","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,탑리뷰어메이크업,복합성,쿨톤,모공,블랙헤드,,,5점만점에 5점,2022.07.25,복합성에 좋아요,보습에 좋아요,자극없이 순해요,"여름이라도 보습은 꼭 필요해서 보습 세럼을 사 봤어요~ 리뷰도 많고 나쁜 리뷰가 거의 없더라고요ㅋㅋ 그리고 바이오더마 브랜드가 약국 화장품 브랜드라 순한 걸로 유명하기도 하고 잘 맞아요🤗 후기 시작해 볼게요ㅋㅋ💦 처음 썼을 때 제일 눈에 띄었던 건 제형이었어요!! 약간 되직한 반투명 제형인데 바르면 되게 가볍게 발리고 답답하지 않아서 너무 좋아요ㅋㅋ!! 아주 얇은 막으로 피부가 코팅되는 느낌인데 가볍게 코팅되는 느낌이라 너무 마음에 듭니다!!💦 케이스가 플라스틱 케이스인데 굉장히 견고하고 허접하지 않아요~ 뚜껑이나 토출구가 단단해서 두고 쓰는 데 불편한 점이 하나도 없고 탄탄해서 공기가 통할 것 같지도 않아요~ 신선한 제품 그대로 끝까지 쓸 수 있을 것 같습니다😍💦 향이 굉장히 고급스러운 화장품 향이에요ㅋㅋ 프랑스 특유의 고풍스러운 화장품 향 아시나요ㅋㅋ 딱 그 느낌😍 호불호가 있겠지만 진하지 않아서 크게 상관없을 것 같아요ㅋㅋ💦 여름부터 가을까지, 그리고 봄에도 쓰기 좋은 보습 세럼이에요 속건조 잡는 데 이것만큼 좋은 것도 없을 것 같아요!! 추천합니다😍","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1,
바이오더마 하이드라비오 세럼,냥냥펀치눈꽃마녀,건성,웜톤,잡티,탄력,,,5점만점에 5점,2022.07.23,건성에 좋아요,보습에 좋아요,자극없이 순해요,끈적임없이 흡수가 빠른 젤타입의 세럼입니다.평소에도 바이오더마 제품들을 좋아하기도 하고건성피부 특히 피부건조가 심해서 피부가려움에쓰기좋은 대용량 크림을 아예 쟁여놓고 쓸만큼애정하다보니 그 만큼 만족도가 커서 자연스레다른 제품들도 하나씩 구입해서 쓰게 되더군요.하이드라비오 세럼 역시 재구매를 여러 번 했었는데제형이 가벼운 젤타입의 세럼이라 모든 피부에쓸 수 있지만 빠른 흡수력 때문인지 피부건조가심한 건성 피부에 끈적임없이 속건조까지 잡아줘서여름에도 다른 기초라인과 같이 쓸 수 있는 사계절용세럼이라고 생각합니다.펌핑타입이라 위생적이고 화장대 위에 두어도 크게자리잡지 않는 슬림한 디자인이라 정리하기도편합니다. 수분크림과 제형이 비슷해서 롤링 또한 부드럽고 묽은 제형의 세럼 대비 흘러내림이 없어서 쓰기도 편합니다!,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",0,
바이오더마 하이드라비오 세럼,Capucine,민감성,쿨톤,각질,모공,한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2022.07.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,"* 제품 구매:- 민감성 피부인 저에겐 진정 수분라인 제품이 필요하여기획세트로 1+1기획세트로 49900원에 구매하게 되었습니다.*간단한 제품 소개: - 바이오더마 세럼은 프랑스 제품으로 아쿠아지니움 독자 특허성분으로 수분이 피부속의 이동 통로를 활성화시켜줘 순환된다 해요. 뿐만아니라, 피부장벽을 강화해주는 나이아신아마이드, 수분을 보유할 수 있는 능력을 향상시켜주는 사과씨 추출물까지 들어있어서 촉촉함까지 주는거 같아요 건조한 피부에 좋다는건 다 들어 갔네요 ^^*발림성 ,수분감, 흡수성- 끈적임 없는 텍스쳐에요. 두번만 펌프해서 수분감이 충분히 얼굴 전체에 느껴지고 , 얼굴이 정말 푸석하고 건조하고 상태가 안좋다 싶은날에는 듬뿍올려서 발라 놓으면 팩 효과가 있어요 .저는 진정효과도 있는 것 같아서 좋더라구요 !그리고 무엇보다도 끈적임이 없어서 찝찝하지 않아요 ~!*사용후기- 수분부족 &건성 피부용으로 나온 수분세럼용 만큼 사용하면할 수록 얼굴에 촉촉함이 채워지느게 느껴져요!용량은 1개당 40ml 가성비도 좋고 , 펌핑으로 되어있어 얇게 펴 발라고 수분이 잘 채워지기 떄분에 건조함이나 촉촉함을 유지하고 싶다 하시는 분께 추천합니다 특히나 예민성 피부에 적극 추천합니다 .",,0,
바이오더마 하이드라비오 세럼,톤파괴그잡채,지성,겨울쿨톤,모공,민감성,,,5점만점에 5점,2022.07.06,지성에 좋아요,진정에 좋아요,자극없이 순해요,"🍑 내 피부타입타입 : 왕모공, 개지성, 홍조, 잔주름, 트러블 다 가짐. 평생 건조해 본 적 없음. 강력한 지성. 속건조도 없음.하지만 엄청난 민감성 피부. 현재까지 9년간의 암투병으로 피부가 완전 민감성 됨. 이런 내 피부에 좋은 화장품이라면 비환우에게는 더더욱 좋은 화장품이라 믿음.🍭'기초'를 살때 중요시 하는건 민감한 피부를 진정시키거나, 더 민감해지지는 않게 하는 것.진정ㆍ 알로에 ㆍ녹차ㆍ 시카 ㆍ병풀 처돌이.  ""홍조"", ""트러블"" 을 없애는 기초화장품을 원함🍑 총평예전에 한번 샀었다. 중성친구가 순하고 좋다고 추천해서 샀는데 개지성인 나는 좋았지만 악건성인 친구는 내던졌다고 한다그때도 지금도 나는 부드럽고 순하고 좋다.피부에 안식을 주고 싶을때 쓰면좋다. 지난 한달간 투병하느라 피부가 너무 혹사당해서 피부진정을 위한 모든 화장품을 쏟아부었고, 피부는 안정됐지만 피곤했다. 피부를 좀 쉬게 해주고싶은 느낌이 든달까.그래서 바이오더마 세럼을 샀다 원플원이니 듬뿍씩 써야겠다바르고나면 피부가 가볍고 결이 부드럽다. 건성에겐 비추.🍑 텍스쳐 ㆍ 발림성 ㆍ 흡수력사진에서 보다시피 흐르지 않는 정도의 에센스. 샤사악 부드럽게 발리고 , 지성임에도 불구하고 금방 스며든다.지성인 나는 아주 약간 끈적임이 남는데 중성인 친구는 전혀 끈적이지 않는다했다🍑 효과순하다. 가볍다. 부드럽다.몸에 좋으라고 한달간 온갖 산해진미를 먹다가 그냥 쌀밥에 된장찌개먹는 느낌이다.가볍고 편하다🍑 기타시간이 지나 내피부도 변했을텐데 여전히 잘 맞는게 신기하다.역시 이름값을 하는구나. 명불허전.🍄 주의할 점건성에겐 안맞는다고 한다. 유분이 부족한듯.🍑 재구매의사이미 재구매했고 다음에도 또 재구매할거다. 피부를 쉬게하고 싶을때, 그때 또 사야지.","※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",9,
바이오더마 하이드라비오 세럼,쟘이,건성,웜톤,미백,아토피,,,5점만점에 5점,2022.03.30,건성에 좋아요,보습에 좋아요,자극없이 순해요,하.. 이로써 저는 하이드라비오 라인을 완성했어요. (완성이 아니면 어쩌지?)시작은 하이드라비오 토너로 시작했습니다. 💙 아니 바이오더마 다른 제품들이 좋은 거예요.. 네 립밤이 진짜 좋더라고요...? 클워는 말해뭐해근데 토너 패키지가 아주 쉬원해보이길래 함 구매해봤는데 향부터 사용감까지 진짜 너무 제 취향인거예요. 그렇게 하이드라비오 라인 모으기 여정이 시작되었습니다.사용은 토너 > 에센스로션(부스팅) > 에센스 > 크림 순으로 사용하면 되고요. 에센스로션을 사용하고 에센스를 다음단계로 사용하면 에센스의 효과를 20% 끌어올릴 수 있다는 말에.. 둘이 세트로 살수밖에 없잖아요 또?!제가 하이드라비오 라인 좋아하는 이유는.. 먼저 향입니다. 스킨케어 제품인데 향을?! 싶으시겠지만 은근 중요해요. 아무리 좋어도 약냄새나고 그러면 솔직히 손이 잘 안간단 말이죠.. 이 라인은 약간 시원한듯 향긋한.. 패키지와 잘어울리는 향이에요. 바를때마다 기분이 넘나 좋아지는것... 또 두번째로는 토너부터 남다른 촉촉함과 부드러운 사용감입니다. 워터타입 제형인 에센스로션과 토너도 각각 찹토 닦토해도 다 부드러움이 느껴지고요. 에센스도 왕 촉촉합니다. 끈적임 없이 싹 흡수되는 부분도 맘에 들어요.꿀조합? 꿀조합은 당연히 하이드라비오 라인 제품들끼리입니다. 그치만 다른 브랜드 아이템들과도 상성이 좋아요. 적극 추천함다!!💙💧,"※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",4,
