product_name,id,tag,tag 2,point,date,poll_type1,txt,poll_type1 2,txt 2,poll_type1 3,txt 3,txt_inner,tag 3,tag 4,point_flag,more_msg,thum src 4
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,보송한솜사탕,,,5점만점에 5점,2021.11.02,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"아직 사용한지 몇일 안되었지만 리뷰 적어봅니다~!!!유세린 제품은 한번도 사용해 본 적이 없어서 조금 고민을 많이 했는데, 올리브영 키트 안에 들어있는 샘플들을 사용해보다가 괜찮아서 할인할때 구매해봤습니다. 우선 클리니크 제품은 이상하게 바르고 썬크림을 바르면 밀리더라구요,,ㅜㅜ 근데 유세린 제품은 얇고 부드럽게 퍼지면서 금방 흡수가 되서 좋은 것 같아요~!!! 제품이 순해서 그런지 트러블 같은것도 하나도 안나구 오히려 피부가 진정 되는 느낌이에요~!! 복합성과 건성을 위한 제품 두종류가 있어서 고민 끝에 환절기라 건조한 피부 생각해서 건성을 위한 제품으로 산건데 이거 선택하기 잘한것 같아요!!! 겨울에는 조금 보습에 약하지 않을까 걱정은 되는데 우선 계속 발라보려구요~!!! 아직까지는 대만족입니다~!!",,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,자몽공주,건성,,5점만점에 5점,2021.09.03,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,유세린의 새로운 제품을 써보고 싶어서 구매했습니다. 약간 불투명한듯 투명한 크림이고 나이트그림 보다 무겁지 않은 제형입니다. 흡수는 잘 되지만 가볍게 느껴지기도 해서 저녁에  쓰기는 좀 그래요. 그래도 데이크림으로는 쓰기 부담없습니다.,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,행복한올리브영,건성,쿨톤,5점만점에 4점,2020.02.28,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,평소에 베이스 메이크업 안 하시는 분들은 낮에 발라도 되실 것 같은데 하시는 분들은 낮에는 다른 크림 이용하세요^^... 양 조절을 어떻게 해도 바른 부분은... 크림층이 두꺼워서인지 다소 밀리네요...,각질,민감성,,,
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,yum****,,,5점만점에 5점,2023.04.16,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"악건성 민감성피부라 홍조에겨울, 초봄 심해져서 매장에서 테스트 해보고세일해서 샀어요.사용한지 한달 넘었고 트러블 없고 촉촉하고 발림성 좋고 잘 사용중이에요~",,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,J3nny,,,5점만점에 5점,2022.05.11,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,전에 세일할때 구매하고 너무너무 좋아 엄마 사드렸어요건조한 피부에 정말 좋아요자극없이 순해요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,Heny,건성,웜톤,5점만점에 3점,2024.01.23,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,건성에 좋다고 유명해서 사용중. 유분기가 많이 돌기 때문에 건성에 적합해 보이기는함. 속건성이 심한 사람들은 충분한 세럼 후에 사용하는걸 추천. 단독으로 발랐을때 속까지 수분이 채워지는 건 부족하다 느낌(약간 겉에만 유분이 많은것처럼 느껴짐),모공,잡티,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,슈나뿡저,,,5점만점에 4점,2021.09.30,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,자극없고 순해요. 워낙 민감한 피부라 화장품 바꿨다 하면 득달같이 좁쌀여드름 올라오는데. 이건 별로 없었어요.대신 극건성인 제 피부에 살짝 부족한 느낌. 보송하고 살짝 촉촉한 느낌으로 마무리 되어서.. 가을겨울철 복합성 분들이나 중성 피부에 잘 맞을 것 같아요.,,,한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,khyeon****,,,5점만점에 4점,2021.03.09,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,아토피/건성/민감성 피부 입니다.워낙 유명한데 가격대가 착하지 않아서 고민하다가 세일할 때 구입해보았습니다.제형 수분크림이지만 건성용 답게 너무 가볍지 않고 꾸덕하지도 않았어요. 사용감펴발라주고 가볍게 흡수시켜주면 잘 스며들어요바로 색조화장 들어가도 밀림 없이 잘 먹어요 오히려 수분감이 짱짱해서 파운데이션과 시너지도 좋았어요장점민감성 피부인데 아토피가 올라왔을때도 발랐을 때 따가움이나 홍조가 전혀 없었어요피부 장벽이 무너졌을 때 수분감 채워주는 용도로 사용하셔도 좋을 듯 합니다!저는 그렇게 사용 후 장벽크림으로 마무리해줘요단점큰 단점은 없는 것 같아요. 세일할때 사서 사용해보시면 좋을 듯 합니다.,,,한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,rhens****,,,5점만점에 5점,2021.02.11,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,악건선으로서 다 쓰고 남기는 후기 보습력 : 겨울에도 이것저것 바르는 스타일이 아니라 딱 미스트랑 크림 두가지만 바르는데 다른 크림은 시간이 지날 수록 속당김이 느껴지는데 유세린은 촉촉해서 좋아요유분기 : 기초화장 이후에 얼굴 만져보면 끈적과 번들거림이 없어요. 근데 촉촉한.. 그런느낌입니다 흡수력 : 흡수가 잘 돼서 그런지 세수할 때 미끌거림 느껴지지 않아요. 자극적 : 냄새가 나거나 자극적이면 눈이 아픈데 이건 냄새도 안나고 자극적이지 않은지 눈이 아프지 않아서 좋아요 제형 : 약간 꾸덕한 제형인데 잘 발리고 선크림 바를 때 밀리지않아요,,,한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,hojung****,복합성,쿨톤,5점만점에 3점,2020.10.03,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,나이트크림이 넘  좋아서 (진짜 찐감동) 구매했는데요 지복합성피부에 찰떡인지 의문입니다. 건조함은 확실히 없지만 약간 기름지긴해요... 좁쌀도 약간 생기는 것 같구요 ㅠ 나이트크림의 감동만큼은 솔직히 아닙니당,각질,모공,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,ssossoi,,,5점만점에 5점,2023.07.23,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,여름에 사용하기엔 좀 무겁고 겨울철에 사용하면 촉촉하게 보습되고 좋아요,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,ssossoi,,,5점만점에 5점,2023.04.07,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,속건조가 너무 심한데 요제품 순하고 수분가득해서 겨울철에 사용하기 좋은거같아요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,반딧,,,5점만점에 5점,2018.04.02,,,,,,,성분이 좋다고 해서 구매했어요 촉촉하고 끈적임없어요 예민한 피부인데 자극없이 잘 사용하고 있어요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,dragon****,,,5점만점에 4점,2022.06.15,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,육안상 수분보다 유분감이 좀 더 느껴지는 제형으로 보였으나 사용해보니 수분감이 더 강합니다. 발랐을 때 느낌은 산뜻했고 향은 민감성 피부를 위해서인진 모르겠지만 무향에 가깝습니다.,,,한달사용리뷰,상품 구매 후 30일 동안 사용 후 작성하신 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,skylor****,,,5점만점에 5점,2021.09.05,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,유세린 참 좋아요~~다른 크림 써보고 이 제품 처음 써보는데 역시나 좋네요 할인 자주하면 좋겠어요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,ahnb****,,,5점만점에 5점,2021.01.16,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,매장에서 테스트 하고 구매했어요 화장 잘 먹을 거 같아요 촉촉해오 좋아요ㅔ,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,wldus****,,,5점만점에 5점,2020.12.09,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,화0어플보고 구매한건데 하루 사용했는데 산뜻하니 좋네요! 재구매 의사 있어요,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,chael****,,,5점만점에 5점,2020.11.24,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,늘 쓰던 제품이예요크리니크 쓰다가 겨울이라 다시 돌아왔어요겨울에는 이만한게 없어요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,chael****,,,5점만점에 5점,2020.05.02,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,한통 쓰고 좋아서 다시 주문했어요악건성인데 당기지 않고 촉촉하니 좋아요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,77ys****,,,5점만점에 5점,2020.04.27,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,얼굴 완전 뒤집어지구 건조하고 땡기는 느낌 들었는데 이거 바르고 괜찮아졌음... 진짜 좋다..,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,kcl6****,,,5점만점에 4점,2020.03.23,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,건성인데 건성이바르기에는 속건조가 심한것같아요. 화장하지않고 집에서만 바르고 있는데도 겉은 괜찮은데 속이 건조합니다!,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,jas0****,,,5점만점에 4점,2020.02.01,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,추천받아서 샀는데 건성에좋은듯하네요 가벼워요 냄새는 거의무향인듯한,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,pitt****,,,5점만점에 4점,2018.04.14,,,,,,,써보지는 못했지만 유튜브에서 건조한 피부에 좋다고해서 구매했는데 쓰고있는 제품이 있어서 개봉하지 않았는데  기대됩니다,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,dais****,,,5점만점에 5점,2017.09.07,,,,,,,언제 사용해도 촉촉하고 속 당김이 사라졌어요~유세린 아쿠아포린 사용하고 난 뒤로 물광이 약간 생긴것 같아요ㅎㅎ피부 좋아졌다는 소리 많이 들어요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,dais****,,,5점만점에 5점,2017.09.07,,,,,,,유세린 아이크림으로 시작했는데 아쿠아포린 크림도 너무 좋아요'!여름에는 조금 무거운 느낌이 있어서 환절기때 사용하는게 더 좋아요,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,yh****,,,5점만점에 5점,2024.02.10,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,두달전에 처음으로 사용하고 두번째로 구입했습니다. 저는 속이 많이 건조한 악건성피부입니다. 이 크림을 사용하고 당김이 심했던 제 피부가 조금은 개선된 느낌이에요. 처음에 사용하고 만족해서 세일할 때 구입했습니다. 아직까지 만족하며 잘 사용하고 있습니다. 지금도 시간이 많으면 얇게 두번 바르는데 시간이 부족하면 한번에 듬뿍 바릅니다. 얼굴이 반짝반짝 맨들맨들 부드러워요. 저처럼 건성피부인 분에게 추천합니다. 단점은 세일을 하지 않으면 값이 나가서 세일할 때 구입합니다. 세일 많이 해 주시면 감사하겠습니다.,,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml 건성피부용,yh****,,,5점만점에 5점,2024.02.10,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,보통이에요,저는 악건성이라서 보습을 충분히 해줘야 당김이 없고 편한 피부에요.  이것저것 보습크림을 발라줘도 시간이 지나면 당김이 심했어요. 그런데 유세린 아쿠아포린이 건성피부에 좋다는 이야기를 듣고 구입했습니다. 사용하고 저처럼 악건성피부타입에 추천을 하고 싶습니다.  시간이 지나도 당김이 없고 겉돌지 않고 잘 스며듭니다.그리고 얼굴이 맨질맨질 부드러워요. 시간이 있으면 얇게 두번 바르는데. 시간이 없을때는 듬뿍 바릅니다. 단점은 비싸다는 것인데 할인할 때 구입하면 좋을 것 같아요. 많이 세일 해 주시면 감사하겠습니다.,,,,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
