product_name,id,tag,tag 2,tag 3,tag 4,point,date,txt_inner,point_flag,more_msg,thum src 4
아비브 수분초 히알루론 패드 하이드레이팅 터치,강아지사진도둑,건성,여름쿨톤,민감성,트러블,5점만점에 5점,2022.09.10,"무조건 또 구매할 의향이 있는 패드예요👍기초천재 아비브답게 이번 토너패드도 정말 잘 만들어졌어요. 처음 썼을 때보다 지금 더 만족해서 완전 아끼면서 사용하고 있어요. 너무 마음에 들어서 다음에 구매할 때는 솔잎패드랑 유자패드, 어성초패드 다 같이 구매하려고요❣️💧수분감이 아주 가득이에요.메이크업 전에 건조한 부분에 피부에 수분을 충전시키기 위해 스킨팩처럼 사용하는 걸 좋아해요. 피부가 아주 건조한 악건성인데도 이 패드로 스킨팩 한 번이면 기초 단계를 여러 번 하지 않아도 피부에 수분감이 차서 매끈한 피부결인 상태로 베이스를 올릴 수 있어요.💧에센스 양이 아주 많아요.사진에서 잘 보일지 모르겠는데 저만큼 패드를 사용했는데도 패드가 잠길 정도로 에센스가 들어가 있어요. 패드가 잘 적셔진 걸 좋아하는데 에센스가 넉넉해서 마음에 들어요. 최근에 사용한 어떤 패드는 에센스가 패드에 적셔진 거 빼면 없어서 다 쓸 때쯤이면 마른 상태에서 사용하게 됐거든요.💧디자인도 아비브답게 깔끔하고 모던한 디자인에요.깔별로 모아놓으면 화장품이 아니라 그냥 디자인 같을 것 같기도 한 깔끔한 디자인!!💧패드 한쪽 면은 엠보면이고 한쪽 면은 그냥 면 패드인데 살짝 각질 제거하기에 좋아요. 엠보면이 부들부들하지는 않아서 너무 힘을 줘서 피부를 닦아내면 자극이 될 수 있어요.💧각질 제거보다 스킨팩용으로 추천이에요👍딱 피부에 수분 공급 목적으로 훌륭한 패드예요.💧집게도 있고 저렇게 중간 플라스틱캡이 있어서 뚜껑을 열면 보관이 쉽고 위생적이게 사용할 수 있어요.집게도 아직까지 안 깨지고 잘 쓰고 있어요.",한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,greyyy,복합성,쿨톤,미백,잡티,5점만점에 5점,2022.09.04,이거 산 지 보름 좀 더 됐는데 그동안 사놓은 패드가 많아..(최근 패드에 꽂힘ㅜㅠ) 얼마전 개봉해서 써봤어요. ㅎㅎ매장에서 이 패드 한장을 손등에 1분?정도 뒀다가 흡수되는 정도랑 사용감이 어떤지 보고 구매한건데 정말 잘 샀더라구요. 아비브 패드는 어성초만 써봤는데 유자랑 이것중에 고민하다 아무래도 이게 수분 진정에 더 좋을 것 같아서 이걸로 했거든요.  히알루론산이 함유되어 있어 잠깐만 올려놔도 피부 진정이 빨리 되는 것 같았고 패드가 부들부들해서 그 느낌이 너무 좋았어요. 개인적으로 각질정도 할 수 있는 면보다는 올려놓고 팩할 수 있는 면을 더 좋아하는데 아비브껀 패드 면이 부드러워서 너무 좋아요 💛전반적으로 아비브 제품들이 순하고 저자극에 수분감 엄청난 것 같아 모든 피부에 추천합니다~~이거 더블세트가 나온다면 바로 구매할 것 같아용추가로 준 10매는 지퍼백이라서 어디 여행가거나 할 때 갖고갈 수 있어서 편의성 굿이네요 💕,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,올리브늙은이,민감성,쿨톤,각질,모공,5점만점에 3점,2022.08.31,"✔체험단으로는 대만족이었는데 쓰다보니..단점이 너무 확실해지는..그런..패드..특히 민감성 주의.. ✔일단 체험단으로 받았던 제품을 반정도 사용하다가 피지가 많이 줄어든 것 같아서 제품 상세페이지를 다시 찾아보고 피지를 줄이는 기능을 넣은 걸 확인했어요. 그래도 저는 좋았기에 재구매했습니다. ✔재구매한 제품은 처음에 제품 씰을 열어보고 놀랐어요. 첫 사진에 있는 부분인데요. 제품 내용물이 흘러서 저 집게 부분을 흠뻑 적시고 있었습니다. 아..이게 위생을 위해서 집게를 선호하는건데 내용물에 이미 다 적셔져 있으면..물티슈로 다시 다 닦고 말리고..네..그랬어요.. ✔피지제거 기능이 있어서 일장일단이 있습니다. 피지 제거는 눈에 보일 정도로 됩니다. 그러나 피부 자극도 됩니다. 개인적인 느낌으로는 패드가 거칠어서 자극된다기보다는 에센스 자체가 자극적인 것 같아요. ✔에센스가 꽤 자극적이다보니 피지제거도 눈에 띄고 트러블을 더 화나게 하는데도 효과적입니다..네..그래서 트러블들이 들어갈 생각을 안해요.. ✔목에도 한번 흡수해봤었는데 모기 물린 것처럼 붉은 기들이 올라오면서 엄청 간지럽기 시작해 바로 물로 씻어내고 사용 중단했습니다. ✔그래서 결국 이 주문을 끝으로 패드는 더 이상 구매하지 않을 예정입니다. 패드가 수분패드가 아니라 피지제거패드나 피지흡착패드같은 이름으로 나왔다면 주문한 내가 잘못이네..하고 넘어갈만 하지만 수분패드는 보통 수분충전과 보습, 진정을 바라고 주문하는데 이건 좀 자극적이었어요. 수분과 보습을 잘해도 진정을 못하면 무슨 소용인가 싶어요. 아비브 팩은 정말 애정하는데 이 패드는 좀 많이 실망적이었어요.",,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,올영메이트3년짬,복합성,여름쿨톤,모공,민감성,5점만점에 5점,2022.08.28,"기존 아비브 어성초 패드와 비교해서 적어볼게요! 💚🥕1.5배 커진 패드 사이즈🥕엠보싱면으로 그냥 닿자마자 보드라움(기존 어성초는 부드럽다기보다는 살짝?의 자극이 있었음)🥕폭발적 수분감 (닦토로만 사용하기엔 너무 아까움)🥕촉촉함의 유지력이 밤새 지속됨(닦토로 사용해도 오래가고,오랫동안 얼굴에 팩으로 올려놓으면 밤새 촉촉했음)아비브 어성초패드를 한통 다 비우고 갈아탔었는데올영체험단으로 받고 사비로 하나 더 구매했어요! 기존에 토너패드를 사용하고 만족했다 하는 패드는 없었는데 너무 부드럽고 촉촉해서 재구매가 저절로 되더라구요! 보통 아비브 어성초로 많이 입문하시던데 저는 굳이 그 단계 안거치고 바로 히알루론 패드로 직행하시는거 추천해요💙(기획상품으로 있을때 구매하시는거 추천해요)",,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,아이셩,지성,웜톤,각질,민감성,5점만점에 5점,2022.08.08,"✔️ 와,,여러분 아비브에서 완전 초 대박 제품이 나왔네요ㅋㅋ평소에 아비브 어성초 패드 잘 사용해왔는데 수부지라 수분이 좀 부족한게 느껴지더라구요, 사실 아비브 어성초 다 쓰지도 않았는데 아비브는 믿고구입하는 브랜드라서 새로 나왔길래 바로 구매했어요 ! 찐 내돈내산이에요 ㅋㅋ 💖 제품명 자체가 수분초! 히알루론산 완전 촉촉할것같은 느낌의 제품 😊 솔직 리뷰 시작할게요🔹장점거짓말 하나도 안보태고 쓰면서 와,, 뭐야? 뭐야?? 이러면서 사용했어요 ㅋㅋㅋ 바르는순간 쿨링감 부터 와 진짜 촉촉하다,, 라는 느낌이 퐉 들더라구요! 보통 에센스가 패드에 흡수되어있지않고 겉도는 패드 진짜 많이봤는데 요건 패드 하나 하나 자체에 수분감이 엄청 흡수되어있더라구요 피부에 닦아내는 순간 촉촉 ! 촵촵 그자체입니다 어성초는 각질제거가 잘된다면 ! 요제품은 수분감이 짱짱해서 피부결을 정리해주고, 붉은기진정!에 참 좋은듯 ㅠㅠ ⭐️ +아! 패드에 내장되어있는 집게,, 너무 편리함 이전에 어성초에는 패드안에 지지대? 처럼되어있었는데 ,, 어성초도 수분초처럼 집게 저렇게 해주세요,,,,🙏🏻🔺단점어성초랑 비교하면 각질제거가 완전 잘되고 그런건 아니에용 ! 하.지.만! 각질제거가 안되는것도 아니에요 ㅋㅋ 수분감이 엄청 많아서 각질제거가 시원하게 촥~ 되는게아니라 촉촉하게 각질이 제거 되는느낌이에용 🙏🏻 한번 구입해보세여 미춰써~~~",,,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2022/08/08/1659961944883.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,올영에탕진,복합성,웜톤,모공,잡티,5점만점에 5점,2022.08.06,아비브 수분초 히알루론 패드기존의 어성초를 이용한 수분진정 라인으로 토너와 세럼 그리고 패드들도 아주 잘 사용을 하고 있는 그런 기초케어 브랜드에서 새로이 수분특화라인으로 수분초를 이용한 패드 제품이 나와서 궁금해서 구매를 해보았습니다. 이번에도 역시나 올리브영만의 단독기획으로 75매에 10매 증정 거기다가 8월 기획가로 만원대에 저렴히 구매를 할수 있었습니다.원재료가 되는 수분초는 청정지역 제주에서 나온거라고 하네요. 역시나 제주에서 제배를 한다고 하면 좀더 믿음이 가는 그런 성분이네요. 이 수분초라는 것이 돌에서 자라나는 식물이라 그만큼 자생력과 수분감이 좋은 식물이라고 합니다. 그리고 한의학적으로도 열감을 내리고 해독작용에도 좋다고 하니 이렇게 좋은 식물에서 추출한 성분과 수분에 탁월한 히알루론산을 같이 배합을 해서 만든 에센스를 주로 하는 패드다 보니 확실히 기존의 어성초 패드에 비해 수분감을 확연히 느낄수가 있었어요.좀더 꾸준히 사용을 해보아야지만 알겠지만 처음부터 패드에서 에센스가 충분히 흐르면서 촉촉함을 주는것이 확실히 수분패드라는 것을 알 수 있었습니다. 아비브에서도 패드 제품들의 케이스를 약간은 리뉴얼을 해주셔서 남아있는 내용물을 육안으로라도 확인을 할수 있는 그런 투명도가 비치는 재질로 해주셨으면 합니다.,,,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2022/08/06/1659760523323.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,신난토끼,건성,여름쿨톤,모공,민감성,5점만점에 5점,2022.07.11,"건성 피부 또는 민감 피부에게 추천하는 촉촉하고 부드러운 패드입니다.완벽하게 밀봉되어 있습니다. 뚜껑을 열면 실링되어 있고 뻑뻑한 실링을 힘겹게 뜯어내면 속뚜껑과 집게가 보입니다. 속뚜껑까지 열면 패드를 만날 수 있습니다.에센스 양이 엄청 납니다. 제품 상자 안에 ""사용 후 패드가 마르지 않도록 뚜껑을 닫아 밀봉해 줍니다. 에센스가 새지 않도록 용기를 똑바로 세워서 보관해주세요. 제품 개봉 후, 휴대나 이동시에 에센스가 샐 위험이 있습니다.""라는 문구가 적혀있던 이유를 알 수 있습니다. 아직 얼굴에 닿지도 않았는데 피부 속까지 수분이 채워질 것만 같은 기분이 듭니다.패드는 손의 바닥 부분보다 조금 작은 크기이고 엠보싱 소재입니다. 너무 두껍지도 너무 얇지도 않습니다. 에센스를 듬뿍 머금고 있습니다. 집게로 한 장 들어올리면 에센스가 뚝뚝 떨어집니다.에센스는 투명하고 워터리한 제형으로 수분감이 두드러집니다. 패드를 피부에 올려놓으면 순간 시원하고 촉촉합니다. 쓱쓱 문질러도 자극이 전혀 느껴지지 않고 부드럽기만 합니다.사용하고 나면 무척 개운하고 상쾌합니다. 얼굴 전체를 다 닦아낸 뒤 30분 이상 지났지만 막 세수하고 나온 듯 시원합니다. 신제품인데다 세일 중이라 구입해봤는데 이렇게 좋을 줄이야... 피부가 건조한데다 민감한 편인데 촉촉하고 부드러워 편안하게 사용할 수 있겠습니다. 재구매 의사 200%입니다.",,,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2022/07/11/1657544469327.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,낭만냥이,중성,쿨톤,모공,민감성,5점만점에 5점,2022.07.07,"뭔가를 더하는 것보다 비워서 채우는 완벽함!!그래서 전 아비브 제품 특유의 군더더기 없는 깔끔함이 참 좋아요.그런 아비브에서 이번에 수분초 추출물을 담은 토너 패드가 신상으로나왔길래 기존에 사용하고 있던 어성초 제품이랑 어떤 점이 다른지비교해보고 싶어서 오늘드림으로 바로 구매했어요.1. 토너 함량 : 수분초 = 어성초2. 피부 각질 : 어성초 < 수분초3. 피부 수분 : 어성초 < 수분초4. 피부 자극 : 어성초 = 수분초5. 피부 진정 : 수분초 < 어성초6. 패드 두께 : 어성초 < 수분초7. 패드 크기 : 어성초 < 수분초3일 정도 사용해봤는데 정확한 비교를 하기 위해서 아침에는 어성초저녁에는 수분초 이렇게 사용을 해봤어요.피부 진정에는 확실히 수분초보다는 어성초가 효과가 더 좋았고반대로 수분감은 어성초보다 수분초가 사용 후 조금 더 촉촉했어요.두 제품의 차이가 그렇게 크지는 않았지만 약간 다르기는 하더라고요.제가 손등에 수분초, 어성초, 소나무 시카 순으로 테스를 해봤는데사진을 자세히 보시면 손등 피부가 조금씩 달라요.(정확한 비교를 위해 같은 날 시간차를 두고 테스트를 했어요.)사진을 보시면 피부의 수분감은 수분초랑 소나무가~피부 진정은 확실히 어성초가 조금 더 좋아요!!패드의 크기는 어성초 < 수분초 < 소나무 순으로 소나무가 제일 커요.그래서 원하는 용도에 맞게 선택해서 구매하시면 될 거 같아요.",,,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2022/07/07/1657175186202.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,강아지사진도둑,건성,여름쿨톤,민감성,트러블,5점만점에 5점,2022.06.28,"순하고 보습력 뛰어난 스킨패드 찾는 분들은 아비브 수분초 패드입니다💧제가 사용하는 다른 수분 패드에는 웰라* 블루 패드가 있는데 웰라* 제품은 얼굴 전체 스킨팩, 아비브 제품은 닦토+부분적인 수분 충전팩으로 좋아요.🔹지금까지 나온 아비브 패드 제품 중에 보습력이 가장 뛰어나요. 악건성인 제 피부에 가장 적합했던 패드입니다. 어성초 패드와 유자 패드는 진정과 미백에는 좋았는데 보습력이 조금 부족했던 게 아쉬웠는데 수분초 패드는 정말정말 수분감+보습력 최고예요. 🔹에센스 양은 넉넉해요. 사진 보시면 에센스 거품이 패드 위에 잔뜩 올라간 정도예요. 패드를 살짝 누르기만 해도 에센스가 푹 적셔져요. 피부에 올려놓았을 때 사진과 같은 밀착력이 있어요. 착 달라붙어요.🔹보습력이 어느 정도냐면 사용한 후에 한 시간을 둬 봤어요. 그런데 패드에 수분감은 말라가는 게 맞는데 보습감은 남아있었어요. 물기는 날아가도 패드가 온전히 마르지 않아서 놀랐어요. 🔹그래서 이마에 붙이고 30분을 있어봤는데 역시나 보습감 때문에 피부가 안 마르고 촉촉하게 보습이 남아있었어요.🔹지름이 6cm인 패드예요. 요새 나오는 다른 패드 지름이 8cm 이상인 제품이 많은 걸 고려하면 패드 크기가 작아요. 패드 에센스가 너무너무 좋아서 스킨팩으로 좋은데 패드 크기가 작아서 아쉬워요. 특히나 아비브 다른 패드 제품보다 수분감 보습감 확실해서 여름뿐만 아니라 다른 계절에도 좋을 것 같은데 패드가 작아서 얼굴 전체에 붙이려면 최소 6장이라 가격 대비 좀 아쉬워요. 🔹한 면은 엠보면, 한 면은 부드러운 면인 듀얼 패드입니다. 기존 아비브 패드 제품이랑 같은 패드예요.🔹조금 아쉬운 부분은 역시 에센스와 패드의 궁합이에요. 이 패드 자체도 정말 좋지만 스킨팩으로 좋은데 엠보면이 있어서 스킨팩보다 닦토에 적합한 패드인 것 같아요. 🔹처음에 이렇게 양 많은 토너패드는 집게가 있어야 편한데 왜 없지 라는 생각을 했는데 실링을 뜯으니까 집게와 이중덮개가 있더라고요. 집게와 이중덮개가 없는 제품이 플라스틱 쓰레기가 덜 나오기는 하지만 토너패드에 이물질도 안 들어가고 안 마르게 쓰려면 덮개가 있는 게 좋더라고요. 🔹총 75매로 상당히 대용량이에요. 하루에 두세 장씩 사용한다고 하면 한 달 족히 사용할 수 있는 양이에요. 🔹아비브 디자인은 볼 때마다 정말 깔끔하고 예쁜 것 같아요. 색감도 독특한데 보기에도 편하고 군더더기가 없어요. 이번 수분초 라인은 옥색이 섞인 하늘색인데 조약돌 같고 예뻐요.🔹신제품이라 그런지 유통기한이 2025년 5월까지인 제품을 받았어요. 최근 구매한 화장품 중에 2025년까지인 제품은 처음 봤어요ㅋㅋㅋ 넉넉했습니다",,,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2022/06/28/1656383830341.png?QT=85&SF=webp
아비브 수분초 히알루론 패드 하이드레이팅 터치,mybl****,,,,,5점만점에 5점,2025.06.02,10매까지 추가로 증정해줘서 총 85매인데 이 가격이라 가성비입니다,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,hha****,,,,,5점만점에 5점,2025.06.01,닥토용으로 주로 사용하고 있어요. 세안후에 슥슥 닦으면 남아있는 클렌징 잔여물까지 없어지는 느낌입니다. 여름에는 한통을 냉장고에 넣어두고 집에 와서 양볼에 붙이고 열 내릴때 사용하려구요~,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,ganiga****,,,,,5점만점에 5점,2025.05.31,아침에 세안 후 에센스 대용으로 잘 사용하고 있는데 이번에  구매 제품은 크기가 좀 작아진것 같은데 내 착각인건지..,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,
아비브 수분초 히알루론 패드 하이드레이팅 터치,kelly****,,,,,5점만점에 5점,2025.05.31,기획으 로 저렴하게 구입했어요 아비브 다른 라인도 써봤는데 이게 자극적이지 않고 좋아요,,,
아비브 수분초 히알루론 패드 하이드레이팅 터치,altmx****,,,,,5점만점에 4점,2025.05.23,남들이 하아루롤산 히아루롤산 하기에 구매해 봤어요 세안후 붙이면 촉촉하니 좋네요,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,
