product_name,id,tag,tag 2,tag 3,point_flag,more_msg,point,date,txt,txt 2,txt 3,txt_inner,tag 4,thum src 4
바이오더마 시카비오 크림,오실,약건성,쿨톤,모공,,,5점만점에 5점,2025.07.01,건성에 좋아요,보습에 좋아요,자극없이 순해요,아주 좋아요. 건조 할 때 유준 기름 안 나오는 부분에 바르고 화장하면 화장도 잘 먹고 건조 암도 조금 덜 느껴져요.,주름,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,에벱ㅂ베베,건성,가을웜톤,,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.26,건성에 좋아요,보습에 좋아요,자극없이 순해요,수분막이 생기면서 속건조를 잘 잡아줘요.좁쌀 많은 수부지 피부인데 겨울에는 이걸 발라도 보습이 약간 부족한가? 싶었는데 요즘은 자기전에 발라주기 좋습니다!아침에 화장전에 바르기엔 너무 무거운 느낌이고 화장이 밀릴 수 있어용!!,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,아롱22,복합성,쿨톤,각질,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.24,복합성에 좋아요,진정에 좋아요,자극없이 순해요,피부 예민하고 진정 필요할때 밤에 꼭 바르고 있어요확실히 다음날 진정된 느낌이예요 만족,모공,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,mangga,트러블성,가을웜톤,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.06.21,건성에 좋아요,보습에 좋아요,자극없이 순해요,확실히 라로슈포제보다는 괜찮은데 생각보다 뻑뻑해서 당황하긴 했어요 분명 매장에서 테스트해봤을때는 엄청 부드러웠거든요 아 바르고 나면 다음날 피부가 건강해진 느낌이 들어요,잡티,
바이오더마 시카비오 크림,찌공,복합성,웜톤,각질,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.15,복합성에 좋아요,보습에 좋아요,자극없이 순해요,자극 없이 순하고 크기가 작아서 수영장 들고다니기에 좋은 제품이에요. 만족합니다,다크서클,
바이오더마 시카비오 크림,dudnql****,지성,봄웜톤,다크서클,,,5점만점에 4점,2025.06.04,복합성에 좋아요,진정에 좋아요,보통이에요,촉촉하고발림성좋고바이오더마만쓰는데이것도처음써보는데계속살라구옹,모공,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,nawon****,,,,,,5점만점에 5점,2025.05.12,복합성에 좋아요,진정에 좋아요,보통이에요,처음 사본 제품인데발림성 괜찮고 민감성에도 괜찮습니다 가려움에더 도움되여ㅔ,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,햅삡삐,약건성,봄웜톤,각질,,,5점만점에 5점,2025.04.30,건성에 좋아요,진정에 좋아요,자극없이 순해요,"요즘 너무 건조해서 입주변과 코주변에 바르려고 구매했습니다!막 너무 좋아서 미쳤다! 정도는 아니고 그냥 뭐 이정도면 괜찮네,, 정도입니다.눈이 띄게 변화가 있거나 그런건 아니지만꾸준히 사용해도 순해서 뒤집어지거나 그러지 않고 좋습니다!",,
바이오더마 시카비오 크림,선구매후생각,복합성,여름쿨톤,각질,,,5점만점에 5점,2024.08.19,복합성에 좋아요,진정에 좋아요,자극없이 순해요,(개인적으로) 용량에 비해 가격대가 있는 크림이라고 생각해서 구매할지 말지 고민하다가 요즘 피부장벽이 와르르 무너져서 구매했어요.피부장벽이 무너지면서 피부염까지 온 상태라 워터제형은 피하고 크림 하나만으로 스킨케어를 하고 있는데 보습이 부족한지 피부가 버티지 못하고 갈라지는 게 느껴지더라구요.그런데 이 크림은 피부에 투명한 막이 씌워진 느낌이 들면서 쉽게 건조해지지 않아요.발림성은 연고를 바르는 느낌이랄까. 워터리하지 않고 쫀쫀하게 발라져요. 그럼에도 마무리감이 끈적이지 않아요.신제품이라 조금 더 써봐야 될 것 같은데 첫인상은 몹시 좋네요. 👍,모공,https://image.oliveyoung.co.kr/uploads/images/gdasEditor/2024/08/19/1724076098017.png?QT=85&SF=webp
바이오더마 시카비오 크림,진진23,,,,,,5점만점에 5점,2024.08.18,건성에 좋아요,진정에 좋아요,자극없이 순해요,엄청 꾸덕해요! 저는 수분크림이랑 섞어서 썼습니다여름이라 피부가 많이 자극된 상태인데도 자극감이 전혀 안 느껴졌어요피부가 빠르게 재생되길 바라봅니다 🥹향은 무향인 것 같아요 아무런 향도 안 느껴집니다!!향료의 향이 강하면 부담스러운데 오히려 좋습니다 ㅎㅎ잘 사용할게요~,,
바이오더마 시카비오 크림,누를황,복합성,웜톤,민감성,,,5점만점에 5점,2024.08.18,건성에 좋아요,보습에 좋아요,자극없이 순해요,평소 더마 브랜드를 애용해서 바이오더마 브랜드를 엄청 좋아해요! 겨울엔 시카비오 포마드를 잘 사용해주다가 지금은 더워져서 보관 해두고 있었는데 시카비오 크림이 나왔더라구요!! 바로 구매 하기 💜 포마드 제품보다 가벼워서 데일리로 사용 해주기 좋겠더라구요 진정 효과 보습 효과 어디 하나 빠지는게 없습니다.. 피부가 편안하고 진정 되는게 느껴져요!! 저는 아마 다 쓰면 큰 용량으로 재구매 할거 같아요,홍조,
바이오더마 시카비오 크림,그로밍,건성,봄웜톤,모공,,,5점만점에 5점,2025.06.15,복합성에 좋아요,진정에 좋아요,보통이에요,세일 할 때마다 구매하는 제품이에요! 자주자주 세일 해주세요~ 추천 합니다!!!ㅎㅎ,민감성,
바이오더마 시카비오 크림,먹는게좋아,복합성,웜톤,각질,재구매,2회 이상 구매한 상품에 대한 리뷰입니다.,5점만점에 5점,2025.06.10,복합성에 좋아요,진정에 좋아요,자극없이 순해요,진정에 좋고 기존버전보다 좀더 라이트해서 바르기가 좋아요 ㅎㅎ,민감성,
바이오더마 시카비오 크림,쭈랑해,,,,,,5점만점에 5점,2025.06.10,건성에 좋아요,보습에 좋아요,자극없이 순해요,"건조할 때나 클렌징 과하게 해서 피부 뒤집어지고 붉어졌을 때!!!!!!!! 걍 토너, 세럼 생략하고 이거 하나만 발라주면 싹 해결돼요..티존은 지성이라 괜찮은데 양볼이 유독 건조하고 예민해서 크림 제형 여러 개 시도해 보다가 드디어 가장 만족스러운 걸 찾았어요.... 평생 재구매할래요..",,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,미도잉,민감성,웜톤,각질,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.08,건성에 좋아요,진정에 좋아요,자극없이 순해요,정말 꾸덕하긴한데 진정에 정말 좋은것같아요 마냥 기름지는 크림이 아니라 피부가 건강해보이면서 장벽회복에도 도움이 되는것 같고 붉은기 트러블도 금방 가라앉는것 같아요 한여름에 쓰기는 힘들겠지만 자기전에는 항상 꼭 꼭 바르고 자려구요 피부가 건강해짐!,다크서클,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,cute0****,,,,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 4점,2025.05.17,건성에 좋아요,보습에 좋아요,보통이에요,"꾸덕한 제형임에도 금방 잘 흡수되어서 좋았어요.소량만 발라도 보습 잘 된다고 해서 샀는데 생각보다 넉넉하게 발라야 촉촉하게 보습되더라구요조금만 바르면 금방 건조해지고, 많이 바르면 트러블이 살짝 올라오기도 해서 좀 애매했어요.그래도 예쁘게 광이 올라오고 속건조가 많이 잡혀서 겨울동안 정말 잘 사용했습니다!가격이 저렴한 편이 아니다보니 재구매는 좀 망설여지네요..",,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
바이오더마 시카비오 크림,jisub****,지성,모공,민감성,한달이상사용,첫 리뷰 작성 후 30일 동안 사용 후 작성하신 리뷰입니다.,5점만점에 5점,2025.06.25,복합성에 좋아요,진정에 좋아요,자극없이 순해요,텁텁한 느낌이 적은 장벽크림 고르면 추천이용아주 헤비하지않아서 사용하기 좋아용,,https://static.oliveyoung.co.kr/pc-static-root/image/comm/my_picture_base.jpg
