"id","tag","tag 2","tag 3","tag 4","point","date","txt","txt 2","txt 3","txt_inner"
"도도토토","민감성","쿨톤","다크서클","모공","5점만점에 5점","2024.03.20","복합성에 좋아요","진정에 좋아요","자극없이 순해요","피부 장벽 다 무너지고 턱 주위 모낭염을 없애보려 구매했습니다. 효과 좋네요👍여러 크림들 피부 진정성분 및 피지 분비 조절 성분을 함류하고 있단 리뷰를 보고 구매 결정했어요. (징크옥사이드&징크설페이드)바르는 즉시 효과 나타난다고 하여 비교 샷 첨부했습니다.바르기 전 사진과 바르고 숙면 취한 다음 날 사진인데요.피부가 진정된게 느껴져서 앞으로도 꾸준히 사용할 예정입니다🌸크림 자체로 보습하긴 무리가 있어, 스킨로션 이후 크림을 바르는 걸 추천드려요!"
"해맑다","지성","가을웜톤","다크서클","민감성","5점만점에 5점","2024.03.19","건성에 좋아요","진정에 좋아요","자극없이 순해요","트러블 때문에 꽤나 골치아픈데아벤느 시칼파트 정말 좋네요자극성이 하나도 없어요엄청 순한것같아요!그래서 그런지 바르는데에 부담이 없었어요다만 연고타입이여서 발림성이 부드러운편은 아니에요뻑뻑한편이에요!그래도 골고루 펴바르면 피부장벽이 튼튼해진 느낌이에요~되직하고 백탁현상이 있다보니 양조절과 흡수 꼭 해줘야합니다.여드름이 바로 사라지는건 아니지만 그래도 피부진정이 좀 된것같아 사용감이 좋은거 같더라구요~세일할때 쿠폰이랑 적립금 적용해서 구매해서그런지나름 싼편이지만 그래도 용량에 비하면완전 싼편은 아니에요🤣그래도 대체로 사용하기에 좋은 크림이에요특히 건성이신분들에게 추천드리고 싶어요지성이신분들 살짝 유분기 올라올수 있습니다^_^..전 그래서 트리블 난곳만 위에 살짝 올려주는식으로 사용하고있어요!"
"정만만","건성","여름쿨톤","모공","민감성","5점만점에 5점","2024.03.19","건성에 좋아요","보습에 좋아요","자극없이 순해요","엄청 꾸덕한 제형의 크림이에요진짜 꾸덕해서 일반 크림 느낌이 아니라 머드팩 반죽..지점토를 물에 살짝 개어놓은 느낌도 들어요크림이라기 보단 차라리 무기자차처럼 느껴지는 제형입니다짜낼땐 진짜 꾸덕하고 뻑뻑하게 느껴지는데 막상 문지르며 펴바르면 밀리거나 뻑뻑함 없이 부드럽게 녹아들듯 펴발라져요특유의 제형 때문에 다 펴바르고 나면 미묘한 백탁도 느껴져요뻑뻑한 제형인데다가 민감성 트러블 피부를 대상으로 나온 제품 같아서 보습력은 기대 안했는데 생각보다 유분감이 느껴졌어요 지성피부보단 건성에 더 잘맞을 것 같아요원쁠원 행사로 구매해서 가성비 좋게 잘 구매한 것 같습니다"
"녹광","지성","봄웜톤","각질","모공","5점만점에 5점","2024.03.17","복합성에 좋아요","보습에 좋아요","자극없이 순해요","수부지 민감 트러블성 피부입니다.요새 턱에 모낭염처럼 자꾸 올라와서 장벽이 무너졌나 싶기도하고 피부가 건조하기도 해서 사본 재생크림이에요.처음은 부드럽게 발리는 듯 하다 곧바로 연고처럼 뻑뻑하게 발리는데 부드러운 제형은 아니에요. 바르고 나면 얼굴 전체가 번들거리지만 끈적거리는 느낌은 X.번들거림 때문에 트러블 나면 어떡하나 걱정했는데 보습막만 유지해줄 뿐 트러블은 안 올라와요!전반적으로 피부가 안정성이 생긴 것 같고 환해진 듯한 기분이라 좋아요. 여름에도 쓸 수 있는진 두고봐야 겠지만, 겨울 ~ 환절기에 쓰기 정말 좋은 크림입니다.작은 크기로도 팔아서 테스트로 작은 거 먼저 샀는데 사길 잘한 거 같아요.단점은 일단 여러 후기에서 보이 듯 겨울에은 온천수와 크림의 분리…계속 물이 나와요ㅋㅋㅋ 몇 번 정도는 계속 나오더니 온천수가 다 나온 건지 크림만 나오는대 주물주물해도 온천수랑 크림이 잘 섞이진 않는다는 것이 좀 아쉬움…"
"해맑다","지성","가을웜톤","다크서클","민감성","5점만점에 5점","2024.02.14","건성에 좋아요","진정에 좋아요","자극없이 순해요","좁쌀여드름에 좋다고 해서 구매해봤는데,아직 2일차여서 그런지 확연하게 차이는 잘 모르겠네요한달이상은 사용해봐야 알 것 같아요ㅋㅎ튜브형이라 위생적으로 사용할 수있고 편리해서 좋습니다!제형은 꾸덕꾸덕한 치약같았어요~ 별로에요향도 별로에요정말 기대가 1도안되는 크림이에요이게 유명하다니 신기할정도에요🤣모아니면도로 믿어보려구요..아벤트 미스트만 사용해봤는데 크림은 정말 처음이에요제형은 연고같아요!정말 소량으로 덜어서 진정시키고 싶은 부위위에만 극소로 발라줘서 사용했는데도 유분기가 올라오더군요.흡수력 최악이에요 정말 극소로 짜서 사용하는걸 추천드립니다.그냥 트러블 난곳에 면봉을 사용해서 연고바르듯이 사용하세요.그게 좋습니다 지성이신분들이라면..건성이신분들에게 강추하고싶어요!"
"오늘도올영에돈버리기","","","","","5점만점에 5점","2024.01.24","복합성에 좋아요","진정에 좋아요","자극없이 순해요","모낭염터뜨리고나서 바르고자면 다음날 완전 다가라앉아있어요 얼굴전체에 두껍게바르고자면 다음날 효과너무좋은데 복합성이라서 이마나 코에는 좁쌀날위험도 있어요두껍게올리면 눈이좀 시려요 (라로밤,크림 눈시려서 못쓰는사람) 라로슈포제보다는 확연히 덜 시려서 괜찮아요 매일매일바르기엔 부담스럽고 가끔 뒤집어지는날에 발라주고있어요"
"둘둘","복합성","봄웜톤","각질","모공","5점만점에 5점","2023.12.16","건성에 좋아요","보습에 좋아요","자극없이 순해요","처음에는 라로슈포제 보다 가볍다고 생각했는데 사용할수록 무거운 느낌이드네요. 이건 겨울에만 쓸 수 있을 것 같아요.피부가 편안하기는해서 시술 후에 아니면 자극 많이 받았을때 바르기 좋았어요.스킨 듬뿍 바른 피부에는 잘 펴발리지 않아서 흡수 잘 시킨 후에 발라주는 게 좋을 것 같아요"
"간지과학","복합성","겨울쿨톤","미백","잡티","5점만점에 5점","2023.06.17","건성에 좋아요","보습에 좋아요","자극없이 순해요","✔️꾸덕한 재생크림✔️뾰루지나 트러블위에 얹이고 자면 굿✔️리치한 제형이라 중건성 피부에 추천재생크림으로 유명한 시칼파트 크림!원플원 행사로 저렴하게 구매했어요제형은 시판에 나왔던 재생크림중에 가장 꾸덕한 제형으로 손에 꼽혀요!정말 연고같이 꾸덕해서 앗 이건 무조건 자기전에 발라야겠다 싶더라구요아침에 바르기엔 무거운 느낌이였어요저만의 사용 꿀팁은🍯1. 트러블 위에 꾸덕하게 올린다!2.건조한 피부에 조금씩 발라서 피부보호를 해준다!3.예민하고 붉게 올라운 피부에 사용하면 더욱 효과가 있었어요!"
"여뮽올챙이","","","","","5점만점에 5점","2023.03.22","건성에 좋아요","보습에 좋아요","자극없이 순해요","📢 아토피 피부 여러분~ 건성피부 여러분~ 주목해주세요!❤️ 저 역시 심한 아토피 피부인데, 환절기다보니 피부껍질이 다 일어나고 따갑고, 피부는 쩍쩍 갈라질 듯이 건조해서 시칼파트 크림을 사게되었어요. 워낙 진정보습으로 유명한 크림이라 피부상태가 점점 심각해지길래 구매했는데요, 완전 만족하고 추천해드리고싶어요!🧡 첫 번째 사진은 제 피부가 다 일어난 사진인데요, 특히나 마스크 때문에 턱 쪽 피부가 난리부르스🥲 따갑기도 하고 간지러워서 얼른 진정시켜야겠다는 생각으로 크림의 하얀 컬러가 남아있을 정도로 듬뿍 바르고 잤어요! 세 번째 사진이 다음날 아침인데 완전 싹 정리된 건 아니지만 각질이 어느정도 잠재워졌어요. 보습을 채웠더니 피부 따가운 것도 줄어들었어요! 좀 웃기지만 턱 쪽에만 저렇게 바르고 잤더니 다음날 볼쪽 각질만 새로 생겨버렸어요ㅋㅋㅋ💛 전 더마비 로션을 일 년에 몇 통씩이나 구매하고 여름에도 바디로션을 바르는 건성피부인데, 요즘같이 건조한 날씨 + 심한 아토피일 땐 바디로션으로는 택도 없어요 바르고 몇 분 지나면 또 건조해지거든요 ㅠㅠ  원래는 얼굴피부에만 쓰려고 샀는데 써보니 따갑지도 않고 보습력이 엄청 좋아서 아토피 부위에도 발라도 괜찮겠다는 생각이 들었어요. 💚 목에 발라봤더니 건조해서 갈라질 것 같은 피부가 금새 보습력이 채워지더라구요! 목을 돌릴 때 피부가 찢어질 것 같은 상태였는데, 바르고 나면 즉각적으로 피부가 유들유들해진달까요? 목을 돌려도 찢어질 것 같은 느낌이 사라져요! 제일 중요한 점‼️ 저렇게 심한 아토피에 발라도 따갑거나 아프지 않았어요 완전 순한 보습을 주는 크림!!💙 총평을 해보자면얼굴 각질 잠재워주는데 최고!따가운 피부에 써도 자극 0!아토피 피부에 즉각적인 보습력!💜 바디로션으로 해결되지 않는 건조한 피부에 강추 💜"
"17호봄웜","지성","봄웜톤","모공","블랙헤드","5점만점에 4점","2023.02.04","건성에 좋아요","보습에 좋아요","자극없이 순해요","✔️ 건성피부 추천✔️ 진정 및 보습용으로 사용하기 좋음✔️ 겨울엔 판매하지 않으므로 미리 비축해야 함-----1. 제형푸른 빛 도는 하얀 크림이고 되게 꾸덕합니다.간혹 날이 너무 추우면 제형 분리가 일어나서 푸른 온천수(?)랑 따로 노는데 그럴 때는 뚜껑 닫고 주물주물해주면 다시 원래대로 돌아와요.(그렇기 때문에 날이 너무 추울 땐 판매하지 않으므로 겨울 오기 전에 미리 비축해두는 걸 추천드립니다.)바를 때 얼굴 표면에 물기가 있으면 제대로 발리지 않고 겉돌기 때문에 마른 얼굴에 바르는 게 가장 발림성 좋습니다.2. 보습 및 진정효과 좋음워낙 제형이 꾸덕하기 때문에 보습 관련해서는 말할 것도 없고, 여드름으로 인해 븕어진 피부 진정용으로 사용하기 아주 좋습니다.특히 저는 나비존에 종종 붉은 기 올라오는데 그럴 때마다 시카팔트 크림을 두껍게 올려 슬리핑팩처럼 애용합니다.다음날 아침에 세수하고 나서도 얼굴이 건조하지 않고 또 붉은 기가 싸악 사라져 피부 좋아보인다는 소리 자주 듣게되어서 좋아요.다만 날마다 사용하면 효과가 미미해지기 때문에 가끔 너무 심할 때 간헐적으로 사용하는 걸 추천드립니다."
"깨끗하고맑게","건성","쿨톤","미백","잡티","5점만점에 5점","2023.01.25","건성에 좋아요","보습에 좋아요","자극없이 순해요","이건 정말 저에겐 약 같은 제품이에요듬뿍 여러겹 바르고 자고 일어나면 피부가 진정되고 윤기나는 촉촉한 피부가 되어있어요!뻑뻑하지만 바를때 그렇게 불편하진 않고 기름기가 느껴질수도 있지만 얼굴에 금방 흡수되고 수분이 날아가지 않기 도움을 줘요악건성 피부이신 분들 꼭 사용해보세요!"
"레오언니","복합성","웜톤","다크서클","민감성","5점만점에 5점","2023.01.19","건성에 좋아요","진정에 좋아요","자극없이 순해요","1️⃣효과재생크림같이 사용해주면서 여드름 압출 후 스팟부위에 사용하 주었는데 사용하지 전보다 더 빨리 진정되고 아무는 느낌이 있어요 그리고 강아지때문에 얼굴에 상처가 났었는데 약 대신 이거 발라봤는데 비슷하게 낫는 느낌이었어요2️⃣제품연고같이 엄청 꾸덕해요 그래서 그런지 잘 펴 발라도 두껍게발리고 발림성도 별로예요 또 바르고 나면 하얗게 떠서 아침에는 못 바르고 저녁에만 사용하고 있어요 화장전에 발라봤는데 그대로 다 밀려서 비추천합니다3️⃣단점일단 발림성이 안 좋아요향은 향료가 안 들어가서 그런지 좋은 냄새는 아닙니다그리고 뚜껑이 엄청 약해요 처음 쓸 때 뚜껑을 닫다가 안에 고정시키는 부분이 부러져서 닫지를 못 했어요 다행하 1+1으로 사서 새 제품에서 뚜껑만 꺼내서 사용중이예요 제품 뚜껑 닫을 때 조심하세요"
"ISTJ0E","건성","겨울쿨톤","각질","다크서클","5점만점에 4점","2023.01.08","복합성에 좋아요","진정에 좋아요","보통이에요","📌한달 사용후기📌👉🏻사용자 피부타입대체적으로 건성이지만 이마와 코부분은 유분기가 조금 있을땨도 있어서 건성~건복합성 타입이예요👉🏻제품의 제형꾸덕하게 발리는 크림제형이예요 색은 살짝 푸른핓이 연하게 돌아요👉🏻제품의 사용감처음에는 흡수가 더디나 싶지만 다음날에도 보습감을 가지고있으니 바르고 드라이 하거나 하시면 좋을것같어요👉🏻제품의용기플라스틱 튜브타입이아닌 알루미늄?타입으로된 튜브타입이여서 오히려 좋았어요👉🏻이렇게 사용하면 좋아요저는 엄청건조한날 꾸덕하게 팩하듯 듬뿍올려 놓고 자거나 조금 피부가 자극받았다했을때도 듬뿍 올려놓고 팩하듯 사용해요 매일 얇게사용하는것보다 이렇게 사용하면 다음날 피부톤이나 피부상태가 다르더라구요 재구매는 팩용도로는 구매할것같아요"
"Jessiblessyou","","","","","5점만점에 5점","2023.01.08","건성에 좋아요","진정에 좋아요","자극없이 순해요","💕아벤느 시칼파트 플러스 크림 -건성피부 추천 시카크림 💕🔹 40대: 건성피부✔️ 제형 :꾸덕한 크림 제형✔️발림성 :부드럽게 잘발라져요✔️흡수성 :흡수력 조금 더디어요✔️컬러 :하얀 색✔️향 :무향에 가까워요 살짝 연고향 나요🔹 아벤느 시칼파트 크림은 꾸준히 몇년째 사용 중인 크림이예요.아벤느 시칼파트 크림은 피부과 다녀온 후 재생 크림으로 꾸준히 사용해 온 아이예요.여러가지 시카크림 사용해보아서 비교해보자면✔️ 라로슈포제는 복합성이나 지성 피부에 좋아요.👍🏻✔️ 에스트라는 수분감이 많은 시카 크림이예요.건성, 복합성, 수부지 피부에 좋아요.✔️ 아벤느 시칼파트는 유분감이 많아서 건성 피부 혹은 민감성 피부에추천해요.  아기들도 많이 사용해요 우리딸도 여드름 생기기 전까지는 아벤느 시칼파트 꾸준히 사용했어요💕 피부과다녀와서 울긋 불긋한 피부 재생크림으로도 좋고, 요즘 처럼마스크트러블로 관리 필요할 때 좋아요.👍🏻🔹저는 뽀르지 올라 왔을때 스킨, 에센스 바른 후 에스트라 시카크림 바르고, 아벤느 시칼파트를 수면팩 처럼 도톰하게 발라주어요.그러면 다음날 아침 뽀루지들이 진정되고 대부분 가라 않아서 피부 트러블 날 때 , 얼굴 및 바디 모두 사용해요.👏🏻🌟 딸도 같이 사용하는데 ,중학생 되어 여드름나고,지성 피부라 얼굴에는 사용하지 않아요. 유분감이 많아서 오히려 역효과 나더라구요. 🔹 모기물린 후 에도 바르고, 피부 빨개져서 아토피처럼 간지러울 때도 발라주어요. 💕저의 리뷰가 도움이 되었다면 👍🏻 꾸욱 눌러주세요       여러분의 참여기 큰 힘이 됩니다 .감사합니다🤗"
"민감한보리","복합성","웜톤","모공","민감성","5점만점에 4점","2022.12.31","건성에 좋아요","보습에 좋아요","자극없이 순해요","몇 주 전부터 피부가 너무 건조하고 상태도 안좋아지고해서 크림을 바꿔봐야겠다고 생각을하고 좋은 제품을 찾아다녔어요. 그러다가 예전부터 엄청 유명하다고 얘기 많이 들었던 아벤느 시칼파트를 사서 써봤어요!일단, 써본 크림 중에 제일 꾸덕하고 기름져요ㅋㅋ사진에서 보이는것처럼 꾸덕해서 바르면 처음엔 하얘져요. 거의 톤업크림 수준! 그리고 기름져요. 확실히 수분크림이아닌 보습크림이에요. 근데 신기하게 트러블 안나고, 진정만 잘되요. 이렇게 기름진데 진정 잘되고 피부가 편안하다는게 신기ㅋㅋ유일한 단점은 바르고나면 손이 서걱서걱하다는거에요. 그래서 바르고나서 손 꼭 씻어야한다는 거! 요거하나만 단점입니당 건조하고 민감하신분들 한번쯤 써보시길 추천합니다!"
"루피피","복합성","여름쿨톤","모공","잡티","5점만점에 5점","2022.12.23","복합성에 좋아요","진정에 좋아요","자극없이 순해요","진정크림 찾는다면 무조건 시칼파트로!!!!!저는 피부과 레이저하면서 진정크림을 찾게되었는데한달동안 얼굴 전체에 시칼파트로 진정을 해주고 있어요다른분은 돈들였지만 턱부분은 따로 레이저를 안했거든요! 그치만 턱에도 재생크림을 같이 발랐는데 눈에띄게 여드름 흉터들이 개선된 모습이 보이더라구요!!! 겨울이다보니 재생크림이 조금 유분기가 있어서 듬뿍듬뿍 바르다보니까 예전에 큰사이즈는 남아서 버렸는데 작은사이즈라 한달만에 다썼네용!아벤느는 워낙 진정에 좋아서 트러블도 없고 들고다니도 편하고 앞으로 쭉 쓸거같아용 예민성 붉은기 올라오는 피부나 진정 필요할 때 아벤느 시칼파트 완전 강추입니다👏👏👏"
"수부지은","복합성","봄웜톤","모공","탄력","5점만점에 5점","2022.12.15","복합성에 좋아요","진정에 좋아요","자극없이 순해요","진정 유목민이에요시카제품도 다 순한건 아니더라고요순하고 유명하고 성분좋은 제품 많이 써봤지만안맞으면 다소용없어요ㅠ저는 지성이면서 볼쪽은 건조하며 턱은 예민트러블이에요 이런 비슷한 제품중에 제일 잘 맞았던것은 라로슈b 였는데요이게 유분이 좀 지다보니 괜찮은 날은 잘 맞게 쓰는데어떤 날은 턱 트러블에 도톰이 올려놓으면더 커지고 딱딱해지곤 해서 바디로 보냈어요상품리뷰 탐험을 하다가 이제품을 알게되었네요아벤느라는 브랜드는 알고있었는데Sos크림은 이번에 알게되었어요발림이 부드럽고 흡수력이 정말좋아요진정이 확 눈에띄게 좋다고는 할수없지만순하게 점점 완화되는것이 보여요유분감이 없다곤 할수없지만 라로슈b보다 확실히 적어요이점이 너무 맘에 듭니다흡수력도 더 좋구요 일단 피부에 부담이 하나도 없어요 진정제품은 아벤느 sos크림에 정착할듯합니다"
"자유로운시각과이야기","트러블성","웜톤","각질","모공","5점만점에 4점","2022.12.01","복합성에 좋아요","진정에 좋아요","보통이에요","매일같이 뒤집어지는 피부 되돌려보겠다고 재생관리에 좋다는건 다 사봤었는데 텅장되기 바로 직전에...!!! 기가 막힌 제품들 발견함요 아니 진짜 뭘써도 나아지질않던게 마지막으로 돈쓰자 해서 사봤던 제품들이 피붓결 핵 좋게 만들어주더라니깐유 우연찮게 세일할때 산거라 득템인 기분이 들었는데ㅋㅋㅋ오늘 이거 다 공유하고 갈게요. ※재생케어 필요한 분 정독※ 제가 얼마나 심했냐면요, 진짜 막 퍼지듯이..? 여기저기 붉게 막 올라왔거든요ㅠ 가라앉을만 하면 다시 뒤집히고 고생 아닌 고생 중이였어요 피부과도 다녀보고 했는데 한두번 시술 받는거로는 턱도 없는..휴 돈만 낭비한듯한 느낌이 들더라고요 그러다 최근에 마지막으로 시도한 재생케어템들이 있는데 롸??? 어쩜 이렇게 효과가 잘 나타나는지 추천받아 산 제품들인데 아벤느 시칼파트 sos 크림이에요, 사용감 괜찮은거 골라서 써보니깐 근데 조합도 얼마나 잘맞던지. 보습장벽을 탄탄하게 만들어주는 그런 무적조합이랄까여ㅋㅋㅋㅋ 진심 거짓말 안하고 한달만에 좋아졌어요 매번 컨디션이 들쑥날쑥했었는데 탱탱 피부를 유지중이여요. 솔직히 여태까지 성공한게 없었으니깐 이번에도 이만큼 좋아질거란 기대 안했는데 특히 아벤느 시칼파트 sos 크림이랑 사용감까지 좋아서 손이 잘가요~"
"레오언니","복합성","웜톤","다크서클","민감성","5점만점에 4점","2022.12.01","건성에 좋아요","진정에 좋아요","자극없이 순해요","하하... 제품 사용하고 닫는데 갑자기 똑 소리가 나서 보니까뚜껑에 돌려서 고정시키는 부분? 이 부러졌네요!제품 자체는 좋아요 피부 압출하고 와서 자기 전에 바르면 다음날에 많이 진정돼 있어요 피부 건조해져서 간지럽거나 따가울 때도 바르면 좋아집니다단점이라면 유분이 많아서 얼굴 주변 머리카락이 엄청 떡져요 양 조절 잘 해서 바르고 웬만하면 밤에만 바르는 게 좋을 구 같아요 위에 화장도 해 봤는데 때 밀리듯이 밀리더라고요뭐....... 이제 어떻게 보관해야 할까요......."
"Jessiblessyou","","","","","5점만점에 5점","2022.12.01","건성에 좋아요","진정에 좋아요","자극없이 순해요","💕아벤느 시칼파트 플러스 크림 사용후기 💕🔹 40대: 건성피부✔️ 제형 :꾸덕한 크림 제형✔️발림성 :부드럽게 잘발라져요✔️흡수성 :흡수력 조금 더디어요✔️컬러 :하얀 색✔️향 :무향에 가까워요 살짝 연고향 나요🔹 아벤느 시칼파트 크림은 꾸준히 몇년째 사용 중인 크림이예요.우리나라 제품도 시카크림 잘 나오지만, 아벤느 시칼파트 크림은 피부과 다녀온 후 재생 크림으로 꾸준히 사용해 온 아이예요.여러가지 시카크림 사용해보아서 비교해보자면✔️ 라로슈포제는 복합성이나 지성 피부에 좋아요.👍🏻✔️ 에스트라는 수분감이 많은 시카 크림이예요.건성, 복합성, 수부지 피부에 좋아요.✔️ 아벤느 시칼파트는 유분감이 많아서 건성 피부 혹은 민감성 피부에추천해요.  아기들도 많이 사용해요 우리딸도 여드름 생기기 전까지는 아벤느 시칼파트 꾸준히 사뇽 했어요💕 피부과다녀와서 울긋 불그한 피부 재생크림으로도 좋고, 요즘 처럼마스크트러블로 관리 필요할 때 좋아요.👍🏻🔹저는 뽀르지 올라 왔을때 스킨, 에센스 바른 후 에스트라 시카크림 바르고, 아벤느 시칼파트를 수면팩 처럼 도톰하게 발라주어요.그러면 다음날 아침 뽀루지들이 진정되고 대부분 가라 않아서 피부 트러블 날 때 , 얼굴 및 바디 모두 사용해요.👏🏻🌟 딸도 같이 사용하는데 중학생 되어 지성 피부라 얼굴에는사용하지 않아요. 유분감이 많아서 오히려 역효과 나더라구요. 🔹 모기물린 후 에도 바르고, 피부 빨개져서 아토피처럼 간지러울 때도 발라주어요. 💕 유분감이 많은 제품이니, 수분감 있는 제품으로 피부 수분 공급 후 아벤느 시칼파트 크림 바르는 게 더욱 좋은 것 같아요. 🌟저는 건성이라 따뜻한 나라 여행 갈 때에도 꼭 챙겨가요. 기온차로 피부 트러블 올라오거나, 빠르게 피부 재생 및 진정 필요할 때 아벤느 만한게 없어서요.👏🏻💕저는 주로 저녁에 많이 사용해요 아침에 바르기에는 꾸덕해서화장하기에 부담 스러울 것 같아서요🌟1+1 행사 때 구입하니 가격대비 양도 많고 좋아요"
"leeyo547","","","","","5점만점에 5점","2022.11.13","복합성에 좋아요","진정에 좋아요","자극없이 순해요","30대 초반부터 거의 10년간 꾸준히 사용한거 같아요~ 최근 여드름도 없고 레이저도 안해서 안사용하다가 피부가 잘 붉어지고 열감있고 해서 구매했어요~ 피부가 너무 안좋을때 다른거 안바르고 녹차물로 얼굴 닦아내고 시칼파트 듬뿍 올리고 자면 많이 좋아져요!! 유통기한도 넉넉하네요^^"
"markly","민감성","쿨톤","각질","다크서클","5점만점에 5점","2022.11.13","건성에 좋아요","보습에 좋아요","자극없이 순해요","정말 꾸덕한 제형의 크림인데요피부에 바르는 연고라고 생각하시면 될 거 같아요가을에 접어들면서 부터 피부가 너무 건조해지고 간지러워서 피부에 뭐가 많이 올라왔는데 자기 전에 듬뿍 발라주고 자면 정말 연고의 효과처럼 다음 날 아침에 들어가 있는 모습을 볼 수 있었어요용량도 많아서 넉넉하게 오래 쓸 수 있어서 정말 좋습니다.그리고 요즘에는 크림에다가 눅스 오일 한 두방울씩 뿌려서 사용해 주고 있답니다.다음날 아침에 정말 촉촉한 피부를 만나보실 수 있어요"
"이마탁","복합성","겨울쿨톤","모공","블랙헤드","5점만점에 5점","2022.11.04","건성에 좋아요","진정에 좋아요","자극없이 순해요","원래 라로슈포제 제품 사용했는데, 따끔따끔 자극이 있길래 이걸로 바꿔봤어요. 박스 하나에 개별 포장된 제품 2개가 들어있고크기는 일반 핸드크림만 합니다.처음에 물이 쭈룩 나오길래 당황했는데 원래 그렇다더라구요? 조물조물하면 제대로 나와요.연고타입이라 꾸덕해서 지성은 부담스럽겠어요.수분보다 유분이 많은 제품입니다.전 복합성이라 티존은 번들거리고 볼은 당겨서 단독사용이 불가능해요. 볼 부분에 수분크림 듬~뿍 올려준 다음 그 위에 덮어주고 있어요.찬공기 맞아 예민한 상태에서 발라주면 피부가 금방 편안해지는게 느껴져요. 촉촉하진 않지만 따갑고 빨개진건 많이 진정돼요. 피부 예민하신 분들은 꼭 써보시길 바라요. 저는 큰 사이즈로 쟁여놔야겠어요."
"올영슈니","지성","쿨톤","모공","민감성","5점만점에 5점","2022.10.30","복합성에 좋아요","진정에 좋아요","자극없이 순해요","피부과에서 레이저치료받고 재생크림 쓰라고 해서올리브영 매장에서 추천받고 구매했어용할인해서 저렴하게 득템했어용!제형은 아주 꾸덕꾸덕 완전 그릭요거트 같아용!저는 지복합성 수부지피부여서 유분많은 크림너무 싫어하고 트러블 잘 나는편인데,아벤느 시칼파트 크림은 꾸덕한 제형에 비해흡수력이 빠르고 유분이 많이 돌진 않아요그래도 제형이 되직해서 오전보단 밤에 자기전기초 마지막단계에서 바르시는걸 추천드려용!사진은 피부트러블이 난 사진과, 아벤느 시칼파트 크림을꾸준히 바르고 잤더니 트러블도 줄어들어서피부트러블이 완화된 사진이에요!여름에는 바르기 좀 되직하고 날이 선선한봄, 가을, 겨울에 바르기좋아요민감성 피부와 재생이 필요한 피부, 레이저 등 피부과에서시술받은 피부들 추천합니당"
"유랭이","복합성","웜톤","모공","미백","5점만점에 5점","2022.10.23","건성에 좋아요","진정에 좋아요","자극없이 순해요","갑자기 프락셀하고나서 진정크림바를게 없어서 병원 길건너에 있는 올영에 뛰어가서 바로 사왔어요. 얼굴이 화끈거려서 두텁게 올려서 사용했어요. 두껍게 바르다보니까 좀 하얗게 백탁현상이 있더라구요. 그리고 번들거림, 기름기가 너무 심하다보니 앞머리가 점심먹고나니 다 쩔어서 좀 힘들었어요. 지성이여서 안그래도 유전폭발인데 출근할때 재생크림 쓰기 힘들것같아요. 건성분들이라면 극추천인데 저처럼 심한 지성분들은 잘때만 도톰하게 바르고 주무시는걸 추천합니다. 물론 잘때도 베게에 묻어나고 머리카락도 붙어서 수건같은걸 얹어놓고 자야할 듯 합니다. 재생크림 일주일쓰고나니 불같이 데인 자국이 거의 사라져서 확실히 좋다는 생각은 들어요. 하지만 찐득찐득하고 번들번들한 느낌때문에 피부시술아니면 안바르고 싶긴합니다.한달사용리뷰!여름에는 얼굴기름 쩔었는데 겨울에 프락셀후에 바르니 촉촉하고 딱 좋더라구요! 이런반전이! 여름에는 시술하지않는걸로ㅠㅠ"
"루피피","복합성","여름쿨톤","모공","잡티","5점만점에 5점","2022.10.22","복합성에 좋아요","진정에 좋아요","자극없이 순해요","❤️진정크림은 아벤느시칼파트로❤️📍민감성피부 사용 후 트러블 없음 제가 요새 피부과에서 피부 토닝을 받고 있는데용 피부과를 다녀오면 아무래도 피부가 예민해지고 가장 중요할 점은 진정과 보습이잖아요!! 진정크림하면 순한 아벤느가 유명해서 민감성인 저도 사용하기 좋더라구요!! 저는 에센스 바른 후 시칼파트를 발라주는데제형이 엄청 꾸덕해서 펴바르는것이 중요합니다! 그치만 또 바르고 나면 유분감이 있어서 건조하지 않아요여드름 짜고난 후 흉터랑 토닝 후 시칼파트만 바르고 있는데 진정이 잘되서 앞으로도 재생크림으로는 시칼파트만 이용하려 합니다!!수분기가 부족하다고 느끼시면 피지오겔 dmt랑 같이 바르는걸 추천드려용!!!민감한 피부 여러분에게 왕추천입니당!"
